ZIP Encoding,Monte_Carlo_Run,Iteration,Number of experiments,MEDV_Measurements,MEDV_IterBest,Running best house price
OHE,117,40,41,[1.28642857],1.2864285714285717,4.250005
OHE,117,41,42,[0.875],0.875,4.250005
OHE,117,42,43,[3.427],3.427,4.250005
OHE,117,43,44,[0.934],0.934,4.250005
OHE,117,44,45,[2.61706667],2.6170666666666667,4.250005
OHE,117,45,46,[2.76170875],2.76170875,4.250005
OHE,117,46,47,[1.475],1.475,4.250005
OHE,117,47,48,[4.563],4.563,4.563
OHE,117,48,49,[0.917],0.917,4.563
OHE,117,49,50,[3.473005],3.4730049999999997,4.563
INT,117,0,1,[2.8985],2.8985,2.8985
INT,117,1,2,[0.93966667],0.9396666666666668,2.8985
INT,117,2,3,[1.99725],1.99725,2.8985
INT,117,3,4,[0.89],0.89,2.8985
INT,117,4,5,[0.609],0.609,2.8985
INT,117,5,6,[1.425],1.425,2.8985
INT,117,6,7,[2.862875],2.862875,2.8985
INT,117,7,8,[0.64125],0.64125,2.8985
INT,117,8,9,[1.47686667],1.4768666666666663,2.8985
INT,117,9,10,[0.93225],0.93225,2.8985
INT,117,10,11,[2.95033333],2.9503333333333335,2.9503333333333335
INT,117,11,12,[2.461875],2.461875,2.9503333333333335
INT,117,12,13,[2.96264357],2.9626435714285715,2.9626435714285715
INT,117,13,14,[1.36566667],1.3656666666666666,2.9626435714285715
INT,117,14,15,[0.84375],0.84375,2.9626435714285715
INT,117,15,16,[2.02489796],2.0248979591836735,2.9626435714285715
INT,117,16,17,[1.9485],1.9485,2.9626435714285715
INT,117,17,18,[2.76294118],2.762941176470588,2.9626435714285715
INT,117,18,19,[2.38886364],2.388863636363636,2.9626435714285715
INT,117,19,20,[1.863875],1.863875,2.9626435714285715
INT,117,20,21,[3.2416],3.2415999999999996,3.2415999999999996
INT,117,21,22,[1.86896296],1.8689629629629632,3.2415999999999996
INT,117,22,23,[2.27405],2.27405,3.2415999999999996
INT,117,23,24,[1.505],1.505,3.2415999999999996
INT,117,24,25,[2.10816216],2.108162162162162,3.2415999999999996
INT,117,25,26,[4.008],4.008,4.008
INT,117,26,27,[2.11485],2.1148499999999997,4.008
INT,117,27,28,[0.758],0.758,4.008
INT,117,28,29,[2.45466667],2.4546666666666668,4.008
INT,117,29,30,[0.78226316],0.7822631578947368,4.008
INT,117,30,31,[1.704],1.704,4.008
INT,117,31,32,[2.1785],2.1785,4.008
INT,117,32,33,[0.9245],0.9245,4.008
INT,117,33,34,[1.279],1.279,4.008
INT,117,34,35,[2.138],2.138,4.008
INT,117,35,36,[0.535],0.535,4.008
INT,117,36,37,[0.982],0.982,4.008
INT,117,37,38,[1.18],1.18,4.008
INT,117,38,39,[1.53983333],1.5398333333333334,4.008
INT,117,39,40,[1.16235],1.16235,4.008
INT,117,40,41,[5.00001],5.00001,5.00001
INT,117,41,42,[4.370005],4.370005,5.00001
INT,117,42,43,[2.80152174],2.801521739130435,5.00001
INT,117,43,44,[1.90693478],1.9069347826086955,5.00001
INT,117,44,45,[0.58266667],0.5826666666666668,5.00001
INT,117,45,46,[1.935875],1.935875,5.00001
INT,117,46,47,[1.73377778],1.733777777777778,5.00001
INT,117,47,48,[1.2],1.2,5.00001
INT,117,48,49,[4.77747],4.77747,5.00001
INT,117,49,50,[3.16892308],3.1689230769230767,5.00001
Random,117,0,1,[1.26403125],1.26403125,1.26403125
Random,117,1,2,[0.6022],0.6022000000000001,1.26403125
Random,117,2,3,[2.05724138],2.057241379310345,2.057241379310345
Random,117,3,4,[1.531],1.531,2.057241379310345
Random,117,4,5,[1.72744444],1.7274444444444446,2.057241379310345
Random,117,5,6,[0.543],0.543,2.057241379310345
Random,117,6,7,[3.5],3.5,3.5
Random,117,7,8,[3.1605],3.1605,3.5
Random,117,8,9,[0.48525],0.48525,3.5
Random,117,9,10,[2.33028571],2.330285714285714,3.5
Random,117,10,11,[3.09755556],3.0975555555555556,3.5
Random,117,11,12,[2.96922222],2.969222222222222,3.5
Random,117,12,13,[0.8535],0.8535,3.5
Random,117,13,14,[1.68466667],1.6846666666666668,3.5
Random,117,14,15,[1.33532258],1.3353225806451614,3.5
Random,117,15,16,[1.64433333],1.6443333333333332,3.5
Random,117,16,17,[0.56133333],0.5613333333333334,3.5
Random,117,17,18,[2.07114286],2.071142857142857,3.5
Random,117,18,19,[4.088],4.088,4.088
Random,117,19,20,[1.295],1.295,4.088
Random,117,20,21,[1.345],1.345,4.088
Random,117,21,22,[5.00001],5.000009999999999,5.000009999999999
Random,117,22,23,[0.529],0.529,5.000009999999999
Random,117,23,24,[0.9397],0.9397,5.000009999999999
Random,117,24,25,[2.80152174],2.801521739130435,5.000009999999999
Random,117,25,26,[1.183],1.183,5.000009999999999
Random,117,26,27,[1.6255],1.6255,5.000009999999999
Random,117,27,28,[1.83514286],1.835142857142857,5.000009999999999
Random,117,28,29,[2.08525],2.0852500000000003,5.000009999999999
Random,117,29,30,[3.921853],3.921853,5.000009999999999
Random,117,30,31,[1.304],1.304,5.000009999999999
Random,117,31,32,[1.717],1.717,5.000009999999999
Random,117,32,33,[1.88718182],1.8871818181818183,5.000009999999999
Random,117,33,34,[3.048],3.048,5.000009999999999
Random,117,34,35,[1.26433333],1.2643333333333333,5.000009999999999
Random,117,35,36,[1.59628571],1.5962857142857143,5.000009999999999
Random,117,36,37,[2.326625],2.326625,5.000009999999999
Random,117,37,38,[2.676],2.676,5.000009999999999
Random,117,38,39,[4.517206],4.517206,5.000009999999999
Random,117,39,40,[3.555445],3.555445,5.000009999999999
Random,117,40,41,[1.4245625],1.4245625,5.000009999999999
Random,117,41,42,[0.598],0.598,5.000009999999999
Random,117,42,43,[1.62366667],1.6236666666666668,5.000009999999999
Random,117,43,44,[0.982],0.982,5.000009999999999
Random,117,44,45,[0.83],0.83,5.000009999999999
Random,117,45,46,[1.43466667],1.4346666666666668,5.000009999999999
Random,117,46,47,[1.29345455],1.2934545454545454,5.000009999999999
Random,117,47,48,[1.297],1.297,5.000009999999999
Random,117,48,49,[1.611],1.611,5.000009999999999
Random,117,49,50,[2.395],2.395,5.000009999999999
Latitude-Longitude,118,0,1,[1.389],1.389,1.389
Latitude-Longitude,118,1,2,[0.45],0.45,1.389
Latitude-Longitude,118,2,3,[0.582],0.582,1.389
Latitude-Longitude,118,3,4,[1.0935],1.0935,1.389
Latitude-Longitude,118,4,5,[4.68],4.68,4.68
Latitude-Longitude,118,5,6,[3.638],3.638,4.68
Latitude-Longitude,118,6,7,[2.6265],2.6265,4.68
Latitude-Longitude,118,7,8,[4.39385857],4.393858571428572,4.68
Latitude-Longitude,118,8,9,[0.329],0.329,4.68
Latitude-Longitude,118,9,10,[4.5435025],4.5435025,4.68
Latitude-Longitude,118,10,11,[0.987],0.987,4.68
Latitude-Longitude,118,11,12,[3.6655],3.6655,4.68
Latitude-Longitude,118,12,13,[4.563],4.563,4.68
Latitude-Longitude,118,13,14,[3.194],3.194,4.68
Latitude-Longitude,118,14,15,[2.64744],2.6474399999999996,4.68
Latitude-Longitude,118,15,16,[3.4958],3.4958,4.68
Latitude-Longitude,118,16,17,[3.998],3.998,4.68
Latitude-Longitude,118,17,18,[3.68],3.68,4.68
Latitude-Longitude,118,18,19,[2.82566667],2.8256666666666668,4.68
Latitude-Longitude,118,19,20,[2.954],2.954,4.68
Latitude-Longitude,118,20,21,[2.7226005],2.7226005,4.68
Latitude-Longitude,118,21,22,[2.75028571],2.750285714285714,4.68
Latitude-Longitude,118,22,23,[2.777],2.777,4.68
Latitude-Longitude,118,23,24,[1.57735294],1.5773529411764706,4.68
Latitude-Longitude,118,24,25,[2.4065],2.4065000000000003,4.68
Latitude-Longitude,118,25,26,[0.283],0.283,4.68
Latitude-Longitude,118,26,27,[2.232],2.232,4.68
Latitude-Longitude,118,27,28,[0.953],0.953,4.68
Latitude-Longitude,118,28,29,[1.125],1.125,4.68
Latitude-Longitude,118,29,30,[2.781],2.781,4.68
Latitude-Longitude,118,30,31,[1.543],1.543,4.68
Latitude-Longitude,118,31,32,[1.318],1.318,4.68
Latitude-Longitude,118,32,33,[1.154],1.154,4.68
Latitude-Longitude,118,33,34,[1.896],1.896,4.68
Latitude-Longitude,118,34,35,[4.219],4.219,4.68
Latitude-Longitude,118,35,36,[2.61706667],2.6170666666666667,4.68
Latitude-Longitude,118,36,37,[2.61177889],2.611778888888889,4.68
Latitude-Longitude,118,37,38,[2.3055],2.3055,4.68
Latitude-Longitude,118,38,39,[2.76294118],2.762941176470588,4.68
Latitude-Longitude,118,39,40,[2.08766667],2.087666666666667,4.68
Latitude-Longitude,118,40,41,[4.63638062],4.636380624999999,4.68
Latitude-Longitude,118,41,42,[2.82438143],2.824381428571429,4.68
Latitude-Longitude,118,42,43,[2.542],2.542,4.68
Latitude-Longitude,118,43,44,[2.317],2.317,4.68
Latitude-Longitude,118,44,45,[1.91825],1.91825,4.68
Latitude-Longitude,118,45,46,[2.44525],2.4452499999999997,4.68
Latitude-Longitude,118,46,47,[2.884],2.884,4.68
Latitude-Longitude,118,47,48,[1.41925],1.41925,4.68
Latitude-Longitude,118,48,49,[3.46866667],3.468666666666667,4.68
Latitude-Longitude,118,49,50,[2.018],2.018,4.68
OHE,118,0,1,[0.59075],0.59075,0.59075
OHE,118,1,2,[1.63666667],1.6366666666666667,1.6366666666666667
OHE,118,2,3,[0.7333125],0.7333125,1.6366666666666667
OHE,118,3,4,[0.71],0.71,1.6366666666666667
OHE,118,4,5,[0.98011111],0.980111111111111,1.6366666666666667
OHE,118,5,6,[1.86896296],1.8689629629629632,1.8689629629629632
OHE,118,6,7,[0.8845],0.8845000000000001,1.8689629629629632
OHE,118,7,8,[0.821],0.821,1.8689629629629632
OHE,118,8,9,[1.64015789],1.640157894736842,1.8689629629629632
OHE,118,9,10,[0.683],0.683,1.8689629629629632
OHE,118,10,11,[0.80916667],0.8091666666666666,1.8689629629629632
OHE,118,11,12,[1.17541176],1.1754117647058824,1.8689629629629632
OHE,118,12,13,[1.57908333],1.5790833333333334,1.8689629629629632
OHE,118,13,14,[1.695],1.695,1.8689629629629632
OHE,118,14,15,[0.66],0.66,1.8689629629629632
OHE,118,15,16,[0.579],0.579,1.8689629629629632
OHE,118,16,17,[2.15126667],2.1512666666666664,2.1512666666666664
OHE,118,17,18,[2.70342857],2.7034285714285713,2.7034285714285713
OHE,118,18,19,[1.132],1.132,2.7034285714285713
OHE,118,19,20,[3.234125],3.234125,3.234125
OHE,118,20,21,[0.77066667],0.7706666666666667,3.234125
OHE,118,21,22,[4.209402],4.209402,4.209402
OHE,118,22,23,[3.857],3.857,4.209402
OHE,118,23,24,[3.23028857],3.2302885714285714,4.209402
OHE,118,24,25,[1.15588889],1.155888888888889,4.209402
OHE,118,25,26,[1.0425],1.0425,4.209402
OHE,118,26,27,[2.79683333],2.7968333333333333,4.209402
OHE,118,27,28,[1.377],1.377,4.209402
OHE,118,28,29,[1.64433333],1.6443333333333332,4.209402
OHE,118,29,30,[1.53983333],1.5398333333333334,4.209402
OHE,118,30,31,[1.16241176],1.1624117647058825,4.209402
OHE,118,31,32,[1.839],1.839,4.209402
OHE,118,32,33,[2.3],2.3,4.209402
OHE,118,33,34,[2.00778571],2.0077857142857143,4.209402
OHE,118,34,35,[3.62666667],3.626666666666667,4.209402
OHE,118,35,36,[0.9054],0.9054,4.209402
OHE,118,36,37,[1.531],1.531,4.209402
OHE,118,37,38,[3.1605],3.1605,4.209402
OHE,118,38,39,[2.128625],2.128625,4.209402
OHE,118,39,40,[0.724],0.724,4.209402
OHE,118,40,41,[4.07161333],4.0716133333333335,4.209402
OHE,118,41,42,[1.8776],1.8776,4.209402
OHE,118,42,43,[1.63055],1.63055,4.209402
OHE,118,43,44,[1.4374],1.4373999999999998,4.209402
OHE,118,44,45,[1.8775],1.8775,4.209402
OHE,118,45,46,[3.44700286],3.4470028571428566,4.209402
OHE,118,46,47,[1.546],1.546,4.209402
OHE,118,47,48,[1.06966667],1.0696666666666668,4.209402
OHE,118,48,49,[4.75534],4.7553399999999995,4.7553399999999995
OHE,118,49,50,[4.250005],4.250005,4.7553399999999995
INT,118,0,1,[1.38914815],1.389148148148148,1.389148148148148
INT,118,1,2,[1.97311364],1.9731136363636368,1.9731136363636368
INT,118,2,3,[1.63666667],1.6366666666666667,1.9731136363636368
INT,118,3,4,[4.547695],4.547695,4.547695
INT,118,4,5,[1.88163636],1.881636363636364,4.547695
INT,118,5,6,[0.48525],0.48525,4.547695
INT,118,6,7,[2.80542857],2.8054285714285716,4.547695
INT,118,7,8,[1.9586],1.9586,4.547695
INT,118,8,9,[2.21938095],2.2193809523809525,4.547695
INT,118,9,10,[0.655],0.655,4.547695
INT,118,10,11,[0.7333125],0.7333125,4.547695
INT,118,11,12,[0.7141],0.7141,4.547695
INT,118,12,13,[0.9935],0.9935,4.547695
INT,118,13,14,[1.57908333],1.5790833333333334,4.547695
INT,118,14,15,[2.59375125],2.59375125,4.547695
INT,118,15,16,[2.25071429],2.2507142857142854,4.547695
INT,118,16,17,[0.862875],0.8628750000000001,4.547695
INT,118,17,18,[2.08652778],2.0865277777777775,4.547695
INT,118,18,19,[1.377],1.377,4.547695
INT,118,19,20,[0.912],0.912,4.547695
INT,118,20,21,[1.063],1.063,4.547695
INT,118,21,22,[1.72894444],1.7289444444444444,4.547695
INT,118,22,23,[2.377],2.377,4.547695
INT,118,23,24,[1.21358333],1.2135833333333332,4.547695
INT,118,24,25,[1.66026316],1.6602631578947369,4.547695
INT,118,25,26,[2.61706667],2.6170666666666667,4.547695
INT,118,26,27,[2.85633333],2.856333333333333,4.547695
INT,118,27,28,[1.25172727],1.2517272727272728,4.547695
INT,118,28,29,[3.65104682],3.6510468181818183,4.547695
INT,118,29,30,[0.62],0.62,4.547695
INT,118,30,31,[1.26566667],1.2656666666666667,4.547695
INT,118,31,32,[4.219],4.219,4.547695
INT,118,32,33,[1.63454167],1.6345416666666666,4.547695
INT,118,33,34,[4.],4.0,4.547695
INT,118,34,35,[1.8518],1.8518,4.547695
INT,118,35,36,[0.687],0.687,4.547695
INT,118,36,37,[1.324],1.324,4.547695
INT,118,37,38,[1.896],1.896,4.547695
INT,118,38,39,[1.59265385],1.5926538461538462,4.547695
INT,118,39,40,[1.81223529],1.812235294117647,4.547695
INT,118,40,41,[4.43750318],4.437503181818181,4.547695
INT,118,41,42,[0.63815385],0.6381538461538461,4.547695
INT,118,42,43,[2.25],2.25,4.547695
INT,118,43,44,[3.91134769],3.9113476923076926,4.547695
INT,118,44,45,[2.02508696],2.025086956521739,4.547695
INT,118,45,46,[2.84900071],2.8490007142857143,4.547695
INT,118,46,47,[0.911],0.911,4.547695
INT,118,47,48,[2.08766667],2.087666666666667,4.547695
INT,118,48,49,[0.84375],0.84375,4.547695
INT,118,49,50,[0.7032381],0.7032380952380952,4.547695
Random,118,0,1,[2.2184],2.2184,2.2184
Random,118,1,2,[0.9765],0.9765,2.2184
Random,118,2,3,[1.96816667],1.9681666666666668,2.2184
Random,118,3,4,[3.921853],3.921853,3.921853
Random,118,4,5,[0.70872727],0.7087272727272728,3.921853
Random,118,5,6,[0.98011111],0.980111111111111,3.921853
Random,118,6,7,[1.755],1.755,3.921853
Random,118,7,8,[4.470505],4.470504999999999,4.470504999999999
Random,118,8,9,[1.17904],1.17904,4.470504999999999
Random,118,9,10,[3.42656733],3.4265673333333333,4.470504999999999
Random,118,10,11,[3.054202],3.054202,4.470504999999999
Random,118,11,12,[1.138],1.138,4.470504999999999
Random,118,12,13,[1.49257143],1.4925714285714289,4.470504999999999
Random,118,13,14,[1.41466667],1.4146666666666663,4.470504999999999
Random,118,14,15,[1.506],1.5059999999999998,4.470504999999999
Random,118,15,16,[2.676],2.676,4.470504999999999
Random,118,16,17,[0.982],0.982,4.470504999999999
Random,118,17,18,[4.82320077],4.823200769230769,4.823200769230769
Random,118,18,19,[1.38],1.38,4.823200769230769
Random,118,19,20,[4.20344889],4.203448888888889,4.823200769230769
Random,118,20,21,[1.271],1.271,4.823200769230769
Random,118,21,22,[0.6653913],0.6653913043478261,4.823200769230769
Random,118,22,23,[0.4985],0.4985,4.823200769230769
Random,118,23,24,[1.69504762],1.695047619047619,4.823200769230769
Random,118,24,25,[1.24411111],1.244111111111111,4.823200769230769
Random,118,25,26,[2.726375],2.7263750000000004,4.823200769230769
Random,118,26,27,[1.2],1.2,4.823200769230769
Random,118,27,28,[1.695],1.695,4.823200769230769
Random,118,28,29,[1.75357143],1.7535714285714286,4.823200769230769
Random,118,29,30,[2.10816216],2.108162162162162,4.823200769230769
Random,118,30,31,[1.792],1.792,4.823200769230769
Random,118,31,32,[0.75683784],0.7568378378378379,4.823200769230769
Random,118,32,33,[1.26544681],1.2654468085106385,4.823200769230769
Random,118,33,34,[1.036],1.036,4.823200769230769
Random,118,34,35,[0.85730303],0.8573030303030303,4.823200769230769
Random,118,35,36,[3.5],3.5,4.823200769230769
Random,118,36,37,[1.741],1.741,4.823200769230769
Random,118,37,38,[2.2675],2.2675,4.823200769230769
Random,118,38,39,[1.27143333],1.2714333333333334,4.823200769230769
Random,118,39,40,[2.819],2.819,4.823200769230769
Random,118,40,41,[3.284],3.284,4.823200769230769
Random,118,41,42,[2.88033333],2.880333333333333,4.823200769230769
Random,118,42,43,[3.73252391],3.732523913043478,4.823200769230769
Random,118,43,44,[3.17580923],3.1758092307692305,4.823200769230769
Random,118,44,45,[3.12111222],3.121112222222222,4.823200769230769
Random,118,45,46,[0.77233333],0.7723333333333334,4.823200769230769
Random,118,46,47,[1.9485],1.9485,4.823200769230769
Random,118,47,48,[1.51481818],1.5148181818181818,4.823200769230769
Random,118,48,49,[2.7194],2.7194000000000003,4.823200769230769
Random,118,49,50,[1.1835],1.1835,4.823200769230769
Latitude-Longitude,119,0,1,[1.53586111],1.5358611111111111,1.5358611111111111
Latitude-Longitude,119,1,2,[0.987],0.987,1.5358611111111111
Latitude-Longitude,119,2,3,[0.439],0.439,1.5358611111111111
Latitude-Longitude,119,3,4,[2.9778],2.9778,2.9778
Latitude-Longitude,119,4,5,[4.68],4.68,4.68
Latitude-Longitude,119,5,6,[0.9675],0.9675,4.68
Latitude-Longitude,119,6,7,[3.638],3.638,4.68
Latitude-Longitude,119,7,8,[4.5435025],4.5435025,4.68
Latitude-Longitude,119,8,9,[1.1736],1.1736,4.68
Latitude-Longitude,119,9,10,[2.20296552],2.2029655172413793,4.68
Latitude-Longitude,119,10,11,[2.954],2.954,4.68
Latitude-Longitude,119,11,12,[1.896],1.896,4.68
Latitude-Longitude,119,12,13,[2.884],2.884,4.68
Latitude-Longitude,119,13,14,[4.13137667],4.131376666666667,4.68
Latitude-Longitude,119,14,15,[1.57735294],1.5773529411764706,4.68
Latitude-Longitude,119,15,16,[0.953],0.953,4.68
Latitude-Longitude,119,16,17,[3.6655],3.6655,4.68
Latitude-Longitude,119,17,18,[4.39385857],4.393858571428572,4.68
Latitude-Longitude,119,18,19,[2.64744],2.6474399999999996,4.68
Latitude-Longitude,119,19,20,[2.82566667],2.8256666666666668,4.68
Latitude-Longitude,119,20,21,[0.283],0.283,4.68
Latitude-Longitude,119,21,22,[3.68],3.68,4.68
Latitude-Longitude,119,22,23,[3.4958],3.4958,4.68
Latitude-Longitude,119,23,24,[3.998],3.998,4.68
Latitude-Longitude,119,24,25,[4.20572955],4.205729545454545,4.68
Latitude-Longitude,119,25,26,[1.0892381],1.0892380952380951,4.68
Latitude-Longitude,119,26,27,[4.563],4.563,4.68
Latitude-Longitude,119,27,28,[0.595],0.595,4.68
Latitude-Longitude,119,28,29,[2.75028571],2.750285714285714,4.68
Latitude-Longitude,119,29,30,[3.194],3.194,4.68
Latitude-Longitude,119,30,31,[2.4065],2.4065000000000003,4.68
Latitude-Longitude,119,31,32,[2.777],2.777,4.68
Latitude-Longitude,119,32,33,[2.232],2.232,4.68
Latitude-Longitude,119,33,34,[2.7226005],2.7226005,4.68
Latitude-Longitude,119,34,35,[2.76773077],2.767730769230769,4.68
Latitude-Longitude,119,35,36,[2.80152174],2.801521739130435,4.68
Latitude-Longitude,119,36,37,[3.78036545],3.780365454545454,4.68
Latitude-Longitude,119,37,38,[2.432875],2.432875,4.68
Latitude-Longitude,119,38,39,[0.775],0.775,4.68
Latitude-Longitude,119,39,40,[2.61706667],2.6170666666666667,4.68
Latitude-Longitude,119,40,41,[2.61177889],2.611778888888889,4.68
Latitude-Longitude,119,41,42,[2.08766667],2.087666666666667,4.68
Latitude-Longitude,119,42,43,[2.3055],2.3055,4.68
Latitude-Longitude,119,43,44,[4.219],4.219,4.68
Latitude-Longitude,119,44,45,[4.42600444],4.426004444444445,4.68
Latitude-Longitude,119,45,46,[2.5475],2.5475,4.68
Latitude-Longitude,119,46,47,[2.95883871],2.9588387096774196,4.68
Latitude-Longitude,119,47,48,[3.2485505],3.2485505000000003,4.68
Latitude-Longitude,119,48,49,[2.554],2.554,4.68
Latitude-Longitude,119,49,50,[4.13206235],4.132062352941176,4.68
OHE,119,0,1,[3.239452],3.239452,3.239452
OHE,119,1,2,[3.033],3.033,3.239452
OHE,119,2,3,[2.9778],2.9778,3.239452
OHE,119,3,4,[2.114],2.114,3.239452
OHE,119,4,5,[0.63725],0.63725,3.239452
OHE,119,5,6,[2.43],2.43,3.239452
OHE,119,6,7,[0.8615],0.8614999999999999,3.239452
OHE,119,7,8,[1.373875],1.373875,3.239452
OHE,119,8,9,[1.805],1.805,3.239452
OHE,119,9,10,[2.80613],2.80613,3.239452
OHE,119,10,11,[1.90833333],1.9083333333333337,3.239452
OHE,119,11,12,[0.57525],0.5752499999999999,3.239452
OHE,119,12,13,[0.85730303],0.8573030303030303,3.239452
OHE,119,13,14,[2.848],2.848,3.239452
OHE,119,14,15,[1.6435],1.6435,3.239452
OHE,119,15,16,[3.502315],3.502315,3.502315
OHE,119,16,17,[2.37671429],2.376714285714286,3.502315
OHE,119,17,18,[1.927],1.927,3.502315
OHE,119,18,19,[2.08525],2.0852500000000003,3.502315
OHE,119,19,20,[3.12111222],3.121112222222222,3.502315
OHE,119,20,21,[3.1556],3.1556,3.502315
OHE,119,21,22,[2.24864286],2.248642857142857,3.502315
OHE,119,22,23,[3.27400125],3.27400125,3.502315
OHE,119,23,24,[1.20915789],1.2091578947368422,3.502315
OHE,119,24,25,[1.4245625],1.4245625,3.502315
OHE,119,25,26,[1.9834],1.9834,3.502315
OHE,119,26,27,[2.1518],2.1518,3.502315
OHE,119,27,28,[1.25133333],1.2513333333333334,3.502315
OHE,119,28,29,[2.08846154],2.088461538461538,3.502315
OHE,119,29,30,[0.6435],0.6435,3.502315
OHE,119,30,31,[2.78342525],2.7834252499999996,3.502315
OHE,119,31,32,[1.58457143],1.5845714285714283,3.502315
OHE,119,32,33,[1.86896296],1.8689629629629632,3.502315
OHE,119,33,34,[2.8116],2.8116,3.502315
OHE,119,34,35,[0.9765],0.9765,3.502315
OHE,119,35,36,[2.184],2.1839999999999997,3.502315
OHE,119,36,37,[1.85158333],1.8515833333333336,3.502315
OHE,119,37,38,[1.74083333],1.7408333333333332,3.502315
OHE,119,38,39,[1.0675],1.0675,3.502315
OHE,119,39,40,[1.839],1.839,3.502315
OHE,119,40,41,[1.535],1.535,3.502315
OHE,119,41,42,[1.64015789],1.640157894736842,3.502315
OHE,119,42,43,[0.711],0.711,3.502315
OHE,119,43,44,[2.06314286],2.063142857142857,3.502315
OHE,119,44,45,[2.1665625],2.1665625,3.502315
OHE,119,45,46,[2.80152174],2.801521739130435,3.502315
OHE,119,46,47,[4.5],4.5,4.5
OHE,119,47,48,[0.938],0.938,4.5
OHE,119,48,49,[1.998],1.998,4.5
OHE,119,49,50,[2.625],2.625,4.5
INT,119,0,1,[0.821],0.821,0.821
INT,119,1,2,[1.05036364],1.0503636363636364,1.0503636363636364
INT,119,2,3,[1.755],1.755,1.755
INT,119,3,4,[2.208],2.208,2.208
INT,119,4,5,[1.0611],1.0611000000000002,2.208
INT,119,5,6,[4.982908],4.982908,4.982908
INT,119,6,7,[3.50700333],3.507003333333333,4.982908
INT,119,7,8,[2.11275],2.11275,4.982908
INT,119,8,9,[1.1465],1.1465,4.982908
INT,119,9,10,[1.425],1.425,4.982908
INT,119,10,11,[3.932],3.932,4.982908
INT,119,11,12,[1.77130435],1.771304347826087,4.982908
INT,119,12,13,[1.79233333],1.7923333333333336,4.982908
INT,119,13,14,[4.91665214],4.916652142857143,4.982908
INT,119,14,15,[3.6655],3.6655,4.982908
INT,119,15,16,[1.40483333],1.4048333333333334,4.982908
INT,119,16,17,[2.88033333],2.880333333333333,4.982908
INT,119,17,18,[2.77768],2.77768,4.982908
INT,119,18,19,[0.54108333],0.5410833333333334,4.982908
INT,119,19,20,[2.42737037],2.42737037037037,4.982908
INT,119,20,21,[2.15685185],2.156851851851852,4.982908
INT,119,21,22,[1.38671429],1.3867142857142856,4.982908
INT,119,22,23,[3.53614429],3.5361442857142857,4.982908
INT,119,23,24,[1.33631579],1.3363157894736843,4.982908
INT,119,24,25,[3.65104682],3.6510468181818183,4.982908
INT,119,25,26,[0.869],0.869,4.982908
INT,119,26,27,[2.517802],2.517802,4.982908
INT,119,27,28,[0.95385714],0.9538571428571428,4.982908
INT,119,28,29,[2.25],2.25,4.982908
INT,119,29,30,[2.94906344],2.9490634375,4.982908
INT,119,30,31,[1.56788889],1.5678888888888889,4.982908
INT,119,31,32,[2.72057143],2.7205714285714286,4.982908
INT,119,32,33,[0.786],0.786,4.982908
INT,119,33,34,[0.73370588],0.7337058823529412,4.982908
INT,119,34,35,[1.451],1.451,4.982908
INT,119,35,36,[1.691],1.691,4.982908
INT,119,36,37,[2.50019231],2.5001923076923074,4.982908
INT,119,37,38,[2.51],2.51,4.982908
INT,119,38,39,[0.91295],0.91295,4.982908
INT,119,39,40,[2.62772278],2.627722777777778,4.982908
INT,119,40,41,[0.992],0.992,4.982908
INT,119,41,42,[0.7],0.7,4.982908
INT,119,42,43,[3.427],3.427,4.982908
INT,119,43,44,[0.71333333],0.7133333333333334,4.982908
INT,119,44,45,[1.417],1.417,4.982908
INT,119,45,46,[3.54026733],3.5402673333333334,4.982908
INT,119,46,47,[2.017],2.0170000000000003,4.982908
INT,119,47,48,[0.8995],0.8995,4.982908
INT,119,48,49,[0.76377778],0.7637777777777778,4.982908
INT,119,49,50,[2.29975],2.29975,4.982908
Random,119,0,1,[1.757],1.757,1.757
Random,119,1,2,[1.91016],1.91016,1.91016
Random,119,2,3,[2.5],2.5,2.5
Random,119,3,4,[2.5475],2.5475,2.5475
Random,119,4,5,[1.17295],1.17295,2.5475
Random,119,5,6,[1.3125],1.3125,2.5475
Random,119,6,7,[2.83925063],2.839250625,2.839250625
Random,119,7,8,[4.361],4.361,4.361
Random,119,8,9,[2.043],2.043,4.361
Random,119,9,10,[2.00881818],2.008818181818182,4.361
Random,119,10,11,[0.9062],0.9062,4.361
Random,119,11,12,[2.781],2.781,4.361
Random,119,12,13,[0.7535],0.7535,4.361
Random,119,13,14,[2.82625],2.82625,4.361
Random,119,14,15,[2.19909091],2.199090909090909,4.361
Random,119,15,16,[1.535],1.535,4.361
Random,119,16,17,[3.65104682],3.6510468181818183,4.361
Random,119,17,18,[2.61428714],2.614287142857143,4.361
Random,119,18,19,[0.9675],0.9675,4.361
Random,119,19,20,[1.2488],1.2488,4.361
Random,119,20,21,[2.2156],2.2156,4.361
Random,119,21,22,[2.0692],2.0692,4.361
Random,119,22,23,[2.10346154],2.1034615384615383,4.361
Random,119,23,24,[1.64015789],1.640157894736842,4.361
Random,119,24,25,[1.63454167],1.6345416666666666,4.361
Random,119,25,26,[0.90711765],0.9071176470588236,4.361
Random,119,26,27,[4.3],4.3,4.361
Random,119,27,28,[2.26007143],2.2600714285714285,4.361
