ZIP Encoding,Monte_Carlo_Run,Iteration,Number of experiments,MEDV_Measurements,MEDV_IterBest,Running best house price
OHE,2,9,10,[4.088],4.088,4.088
OHE,2,10,11,[1.135],1.135,4.088
OHE,2,11,12,[0.57866667],0.5786666666666668,4.088
OHE,2,12,13,[2.38667857],2.386678571428571,4.088
OHE,2,13,14,[1.3786],1.3786,4.088
OHE,2,14,15,[3.23864357],3.2386435714285713,4.088
OHE,2,15,16,[1.625],1.625,4.088
OHE,2,16,17,[0.71866667],0.7186666666666667,4.088
OHE,2,17,18,[1.92363636],1.9236363636363636,4.088
OHE,2,18,19,[0.9245],0.9245,4.088
OHE,2,19,20,[1.09276923],1.0927692307692307,4.088
OHE,2,20,21,[1.43466667],1.4346666666666668,4.088
OHE,2,21,22,[1.94411111],1.9441111111111111,4.088
OHE,2,22,23,[2.78263636],2.782636363636364,4.088
OHE,2,23,24,[1.10576667],1.1057666666666668,4.088
OHE,2,24,25,[1.94316667],1.9431666666666667,4.088
OHE,2,25,26,[3.61500333],3.6150033333333336,4.088
OHE,2,26,27,[0.587],0.5870000000000001,4.088
OHE,2,27,28,[1.1465],1.1465,4.088
OHE,2,28,29,[3.6656],3.6656,4.088
OHE,2,29,30,[1.4265],1.4265,4.088
OHE,2,30,31,[3.06063367],3.060633666666667,4.088
OHE,2,31,32,[1.90945],1.90945,4.088
OHE,2,32,33,[0.97952632],0.9795263157894736,4.088
OHE,2,33,34,[0.60275],0.60275,4.088
OHE,2,34,35,[4.0962015],4.0962015,4.0962015
OHE,2,35,36,[1.496],1.4959999999999998,4.0962015
OHE,2,36,37,[2.79310526],2.7931052631578948,4.0962015
OHE,2,37,38,[1.2065],1.2065,4.0962015
OHE,2,38,39,[3.57535929],3.5753592857142857,4.0962015
OHE,2,39,40,[0.595],0.595,4.0962015
OHE,2,40,41,[1.83514286],1.835142857142857,4.0962015
OHE,2,41,42,[0.861],0.8610000000000001,4.0962015
OHE,2,42,43,[2.15685185],2.156851851851852,4.0962015
OHE,2,43,44,[0.535],0.535,4.0962015
OHE,2,44,45,[3.82421571],3.8242157142857143,4.0962015
OHE,2,45,46,[1.26433333],1.2643333333333333,4.0962015
OHE,2,46,47,[1.938],1.938,4.0962015
OHE,2,47,48,[1.14114286],1.141142857142857,4.0962015
OHE,2,48,49,[1.89515152],1.895151515151515,4.0962015
OHE,2,49,50,[5.00001],5.000009999999999,5.000009999999999
INT,2,0,1,[1.445],1.4449999999999998,1.4449999999999998
INT,2,1,2,[1.66026316],1.6602631578947369,1.6602631578947369
INT,2,2,3,[1.97516667],1.9751666666666663,1.9751666666666663
INT,2,3,4,[2.819],2.819,2.819
INT,2,4,5,[1.9586],1.9586,2.819
INT,2,5,6,[1.21566667],1.215666666666667,2.819
INT,2,6,7,[0.55],0.55,2.819
INT,2,7,8,[0.56133333],0.5613333333333334,2.819
INT,2,8,9,[0.6616],0.6616,2.819
INT,2,9,10,[1.02525],1.02525,2.819
INT,2,10,11,[0.55],0.55,2.819
INT,2,11,12,[1.47746154],1.4774615384615386,2.819
INT,2,12,13,[1.40988889],1.409888888888889,2.819
INT,2,13,14,[1.20146154],1.2014615384615384,2.819
INT,2,14,15,[2.53833333],2.5383333333333336,2.819
INT,2,15,16,[0.691625],0.691625,2.819
INT,2,16,17,[0.693],0.693,2.819
INT,2,17,18,[1.11255556],1.1125555555555555,2.819
INT,2,18,19,[1.80936364],1.8093636363636365,2.819
INT,2,19,20,[3.675501],3.675501,3.675501
INT,2,20,21,[0.664375],0.664375,3.675501
INT,2,21,22,[2.372],2.372,3.675501
INT,2,22,23,[2.03828571],2.0382857142857143,3.675501
INT,2,23,24,[1.6895],1.6895,3.675501
INT,2,24,25,[3.46407769],3.464077692307692,3.675501
INT,2,25,26,[4.088],4.088,4.088
INT,2,26,27,[1.135],1.135,4.088
INT,2,27,28,[0.57866667],0.5786666666666668,4.088
INT,2,28,29,[2.38667857],2.386678571428571,4.088
INT,2,29,30,[1.3786],1.3786,4.088
INT,2,30,31,[3.23864357],3.2386435714285713,4.088
INT,2,31,32,[1.625],1.625,4.088
INT,2,32,33,[0.71866667],0.7186666666666667,4.088
INT,2,33,34,[1.92363636],1.9236363636363636,4.088
INT,2,34,35,[0.9245],0.9245,4.088
INT,2,35,36,[1.09276923],1.0927692307692307,4.088
INT,2,36,37,[1.43466667],1.4346666666666668,4.088
INT,2,37,38,[1.94411111],1.9441111111111111,4.088
INT,2,38,39,[2.78263636],2.782636363636364,4.088
INT,2,39,40,[1.10576667],1.1057666666666668,4.088
INT,2,40,41,[1.94316667],1.9431666666666667,4.088
INT,2,41,42,[3.61500333],3.6150033333333336,4.088
INT,2,42,43,[0.587],0.5870000000000001,4.088
INT,2,43,44,[1.1465],1.1465,4.088
INT,2,44,45,[3.6656],3.6656,4.088
INT,2,45,46,[1.4265],1.4265,4.088
INT,2,46,47,[3.06063367],3.060633666666667,4.088
INT,2,47,48,[1.90945],1.90945,4.088
INT,2,48,49,[0.97952632],0.9795263157894736,4.088
INT,2,49,50,[0.60275],0.60275,4.088
Random,2,0,1,[1.153],1.153,1.153
Random,2,1,2,[2.4075],2.4075,2.4075
Random,2,2,3,[2.5105],2.5105000000000004,2.5105000000000004
Random,2,3,4,[1.83031579],1.8303157894736843,2.5105000000000004
Random,2,4,5,[2.0645],2.0645,2.5105000000000004
Random,2,5,6,[3.59429676],3.5942967647058826,3.5942967647058826
Random,2,6,7,[4.42600444],4.426004444444445,4.426004444444445
Random,2,7,8,[1.621625],1.621625,4.426004444444445
Random,2,8,9,[0.78875],0.7887500000000001,4.426004444444445
Random,2,9,10,[0.93775],0.93775,4.426004444444445
Random,2,10,11,[0.93],0.93,4.426004444444445
Random,2,11,12,[1.216],1.216,4.426004444444445
Random,2,12,13,[4.50433667],4.504336666666666,4.504336666666666
Random,2,13,14,[1.67922581],1.6792258064516128,4.504336666666666
Random,2,14,15,[3.24844556],3.2484455555555556,4.504336666666666
Random,2,15,16,[0.55],0.55,4.504336666666666
Random,2,16,17,[1.19813043],1.1981304347826087,4.504336666666666
Random,2,17,18,[1.68466667],1.6846666666666668,4.504336666666666
Random,2,18,19,[1.51481818],1.5148181818181818,4.504336666666666
Random,2,19,20,[1.634],1.634,4.504336666666666
Random,2,20,21,[1.76633333],1.7663333333333333,4.504336666666666
Random,2,21,22,[3.194],3.194,4.504336666666666
Random,2,22,23,[4.008],4.008,4.504336666666666
Random,2,23,24,[1.349],1.3490000000000002,4.504336666666666
Random,2,24,25,[0.66966667],0.6696666666666666,4.504336666666666
Random,2,25,26,[4.145804],4.145804,4.504336666666666
Random,2,26,27,[0.433],0.433,4.504336666666666
Random,2,27,28,[2.27405],2.27405,4.504336666666666
Random,2,28,29,[0.7535],0.7535,4.504336666666666
Random,2,29,30,[1.4686],1.4686,4.504336666666666
Random,2,30,31,[1.684],1.684,4.504336666666666
Random,2,31,32,[1.57595238],1.575952380952381,4.504336666666666
Random,2,32,33,[0.6915],0.6915,4.504336666666666
Random,2,33,34,[0.856],0.856,4.504336666666666
Random,2,34,35,[1.081],1.081,4.504336666666666
Random,2,35,36,[4.168505],4.168505,4.504336666666666
Random,2,36,37,[1.72894444],1.7289444444444444,4.504336666666666
Random,2,37,38,[2.9115],2.9115,4.504336666666666
Random,2,38,39,[1.74563636],1.7456363636363634,4.504336666666666
Random,2,39,40,[2.61177889],2.611778888888889,4.504336666666666
Random,2,40,41,[0.692],0.6920000000000001,4.504336666666666
Random,2,41,42,[1.0644],1.0644,4.504336666666666
Random,2,42,43,[4.219],4.219,4.504336666666666
Random,2,43,44,[2.57466667],2.574666666666667,4.504336666666666
Random,2,44,45,[0.63311111],0.6331111111111111,4.504336666666666
Random,2,45,46,[1.676],1.6760000000000002,4.504336666666666
Random,2,46,47,[0.87355319],0.8735531914893617,4.504336666666666
Random,2,47,48,[2.08652778],2.0865277777777775,4.504336666666666
Random,2,48,49,[3.99300222],3.9930022222222217,4.504336666666666
Random,2,49,50,[5.00001],5.00001,5.00001
Latitude-Longitude,3,0,1,[2.0645],2.0645,2.0645
Latitude-Longitude,3,1,2,[0.987],0.987,2.0645
Latitude-Longitude,3,2,3,[1.271],1.271,2.0645
Latitude-Longitude,3,3,4,[2.19955556],2.1995555555555555,2.1995555555555555
Latitude-Longitude,3,4,5,[0.945],0.945,2.1995555555555555
Latitude-Longitude,3,5,6,[0.283],0.283,2.1995555555555555
Latitude-Longitude,3,6,7,[1.53983333],1.5398333333333334,2.1995555555555555
Latitude-Longitude,3,7,8,[1.1736],1.1736,2.1995555555555555
Latitude-Longitude,3,8,9,[2.17735294],2.1773529411764705,2.1995555555555555
Latitude-Longitude,3,9,10,[0.669],0.669,2.1995555555555555
Latitude-Longitude,3,10,11,[4.31493357],4.314933571428571,4.314933571428571
Latitude-Longitude,3,11,12,[4.30095682],4.300956818181818,4.314933571428571
Latitude-Longitude,3,12,13,[4.87069079],4.870690789473684,4.870690789473684
Latitude-Longitude,3,13,14,[4.03675],4.03675,4.870690789473684
Latitude-Longitude,3,14,15,[3.50225],3.50225,4.870690789473684
Latitude-Longitude,3,15,16,[0.538],0.538,4.870690789473684
Latitude-Longitude,3,16,17,[4.94554267],4.945542666666666,4.945542666666666
Latitude-Longitude,3,17,18,[1.01],1.01,4.945542666666666
Latitude-Longitude,3,18,19,[4.74493077],4.744930769230769,4.945542666666666
Latitude-Longitude,3,19,20,[4.33281563],4.332815625,4.945542666666666
Latitude-Longitude,3,20,21,[0.856],0.856,4.945542666666666
Latitude-Longitude,3,21,22,[5.00001],5.00001,5.00001
Latitude-Longitude,3,22,23,[2.8],2.8,5.00001
Latitude-Longitude,3,23,24,[5.00001],5.00001,5.00001
Latitude-Longitude,3,24,25,[4.190004],4.190004,5.00001
Latitude-Longitude,3,25,26,[0.45],0.45,5.00001
Latitude-Longitude,3,26,27,[3.77009182],3.770091818181818,5.00001
Latitude-Longitude,3,27,28,[2.05530808],2.055308076923077,5.00001
Latitude-Longitude,3,28,29,[0.5895],0.5894999999999999,5.00001
Latitude-Longitude,3,29,30,[0.835],0.835,5.00001
Latitude-Longitude,3,30,31,[5.00001],5.00001,5.00001
Latitude-Longitude,3,31,32,[4.53211444],4.532114444444444,5.00001
Latitude-Longitude,3,32,33,[3.624602],3.624602,5.00001
Latitude-Longitude,3,33,34,[3.31368474],3.313684736842105,5.00001
Latitude-Longitude,3,34,35,[3.19441667],3.1944166666666667,5.00001
Latitude-Longitude,3,35,36,[5.00001],5.00001,5.00001
Latitude-Longitude,3,36,37,[4.217502],4.217502,5.00001
Latitude-Longitude,3,37,38,[4.91665214],4.916652142857143,5.00001
Latitude-Longitude,3,38,39,[5.00001],5.00001,5.00001
Latitude-Longitude,3,39,40,[1.37344444],1.3734444444444445,5.00001
Latitude-Longitude,3,40,41,[4.40975],4.40975,5.00001
Latitude-Longitude,3,41,42,[3.42656733],3.4265673333333333,5.00001
Latitude-Longitude,3,42,43,[4.50867333],4.508673333333333,5.00001
Latitude-Longitude,3,43,44,[4.25341792],4.253417916666667,5.00001
Latitude-Longitude,3,44,45,[3.72566733],3.7256673333333334,5.00001
Latitude-Longitude,3,45,46,[3.44222886],3.442228857142857,5.00001
Latitude-Longitude,3,46,47,[3.54026733],3.5402673333333334,5.00001
Latitude-Longitude,3,47,48,[2.41673529],2.4167352941176468,5.00001
Latitude-Longitude,3,48,49,[3.11343],3.11343,5.00001
Latitude-Longitude,3,49,50,[2.79791708],2.797917083333333,5.00001
OHE,3,0,1,[1.0795],1.0795,1.0795
OHE,3,1,2,[1.75357143],1.7535714285714286,1.7535714285714286
OHE,3,2,3,[0.786],0.786,1.7535714285714286
OHE,3,3,4,[2.311],2.311,2.311
OHE,3,4,5,[0.283],0.283,2.311
OHE,3,5,6,[3.448],3.448,3.448
OHE,3,6,7,[1.354],1.354,3.448
OHE,3,7,8,[2.024375],2.024375,3.448
OHE,3,8,9,[0.535],0.535,3.448
OHE,3,9,10,[3.75983333],3.759833333333334,3.759833333333334
OHE,3,10,11,[4.75534],4.7553399999999995,4.7553399999999995
OHE,3,11,12,[1.15906897],1.1590689655172413,4.7553399999999995
OHE,3,12,13,[2.924401],2.924401,4.7553399999999995
OHE,3,13,14,[0.692],0.6920000000000001,4.7553399999999995
OHE,3,14,15,[1.91825],1.91825,4.7553399999999995
OHE,3,15,16,[1.798],1.798,4.7553399999999995
OHE,3,16,17,[2.894],2.894,4.7553399999999995
OHE,3,17,18,[2.26125],2.26125,4.7553399999999995
OHE,3,18,19,[1.534],1.534,4.7553399999999995
OHE,3,19,20,[2.84943478],2.849434782608696,4.7553399999999995
OHE,3,20,21,[1.90273684],1.9027368421052633,4.7553399999999995
OHE,3,21,22,[2.4212069],2.421206896551724,4.7553399999999995
OHE,3,22,23,[2.1785],2.1785,4.7553399999999995
OHE,3,23,24,[2.1655],2.1655,4.7553399999999995
OHE,3,24,25,[2.25769565],2.257695652173913,4.7553399999999995
OHE,3,25,26,[1.183],1.183,4.7553399999999995
OHE,3,26,27,[1.188],1.188,4.7553399999999995
OHE,3,27,28,[3.80388889],3.803888888888889,4.7553399999999995
OHE,3,28,29,[0.655],0.655,4.7553399999999995
OHE,3,29,30,[0.69175],0.69175,4.7553399999999995
OHE,3,30,31,[1.7455],1.7454999999999998,4.7553399999999995
OHE,3,31,32,[2.09],2.09,4.7553399999999995
OHE,3,32,33,[3.3217037],3.3217037037037036,4.7553399999999995
OHE,3,33,34,[1.831],1.831,4.7553399999999995
OHE,3,34,35,[2.60047619],2.6004761904761904,4.7553399999999995
OHE,3,35,36,[2.377],2.377,4.7553399999999995
OHE,3,36,37,[2.20004545],2.2000454545454544,4.7553399999999995
OHE,3,37,38,[0.71813636],0.7181363636363636,4.7553399999999995
OHE,3,38,39,[5.00001],5.00001,5.00001
OHE,3,39,40,[1.17904],1.17904,5.00001
OHE,3,40,41,[1.2375],1.2375,5.00001
OHE,3,41,42,[0.83016667],0.8301666666666666,5.00001
OHE,3,42,43,[3.371005],3.371005,5.00001
OHE,3,43,44,[3.168],3.168,5.00001
OHE,3,44,45,[0.54108333],0.5410833333333334,5.00001
OHE,3,45,46,[1.91842857],1.9184285714285711,5.00001
OHE,3,46,47,[1.61333333],1.6133333333333333,5.00001
OHE,3,47,48,[2.96264357],2.9626435714285715,5.00001
OHE,3,48,49,[0.55],0.55,5.00001
OHE,3,49,50,[0.76377778],0.7637777777777778,5.00001
INT,3,0,1,[4.21000667],4.210006666666666,4.210006666666666
INT,3,1,2,[2.95033333],2.9503333333333335,4.210006666666666
INT,3,2,3,[1.75357143],1.7535714285714286,4.210006666666666
INT,3,3,4,[3.03800063],3.038000625,4.210006666666666
INT,3,4,5,[1.3786],1.3786,4.210006666666666
INT,3,5,6,[1.25],1.25,4.210006666666666
INT,3,6,7,[2.79683333],2.7968333333333333,4.210006666666666
INT,3,7,8,[1.43417241],1.4341724137931036,4.210006666666666
INT,3,8,9,[4.63638062],4.636380624999999,4.636380624999999
INT,3,9,10,[0.6000625],0.6000624999999999,4.636380624999999
INT,3,10,11,[0.786],0.786,4.636380624999999
INT,3,11,12,[1.09675],1.09675,4.636380624999999
INT,3,12,13,[1.68104167],1.6810416666666663,4.636380624999999
INT,3,13,14,[1.85677778],1.8567777777777776,4.636380624999999
INT,3,14,15,[3.434],3.434,4.636380624999999
INT,3,15,16,[0.711],0.711,4.636380624999999
INT,3,16,17,[1.57908333],1.5790833333333334,4.636380624999999
INT,3,17,18,[0.982],0.982,4.636380624999999
INT,3,18,19,[2.311],2.311,4.636380624999999
INT,3,19,20,[0.283],0.283,4.636380624999999
INT,3,20,21,[4.54375625],4.5437562499999995,4.636380624999999
INT,3,21,22,[2.1202381],2.1202380952380953,4.636380624999999
INT,3,22,23,[2.024375],2.024375,4.636380624999999
INT,3,23,24,[3.005125],3.005125,4.636380624999999
INT,3,24,25,[0.6435],0.6435,4.636380624999999
INT,3,25,26,[0.71333333],0.7133333333333334,4.636380624999999
INT,3,26,27,[1.079],1.079,4.636380624999999
INT,3,27,28,[0.6075],0.6075,4.636380624999999
INT,3,28,29,[2.19],2.19,4.636380624999999
INT,3,29,30,[2.88033333],2.880333333333333,4.636380624999999
INT,3,30,31,[1.74156818],1.7415681818181818,4.636380624999999
INT,3,31,32,[2.1518],2.1518,4.636380624999999
INT,3,32,33,[0.788],0.788,4.636380624999999
INT,3,33,34,[3.8336],3.8336,4.636380624999999
INT,3,34,35,[2.434],2.434,4.636380624999999
INT,3,35,36,[2.3296],2.3296,4.636380624999999
INT,3,36,37,[1.10576667],1.1057666666666668,4.636380624999999
INT,3,37,38,[1.75873684],1.758736842105263,4.636380624999999
INT,3,38,39,[2.55623437],2.556234375,4.636380624999999
INT,3,39,40,[1.6815625],1.6815625,4.636380624999999
INT,3,40,41,[0.912],0.912,4.636380624999999
INT,3,41,42,[1.535],1.535,4.636380624999999
INT,3,42,43,[2.41673529],2.4167352941176468,4.636380624999999
INT,3,43,44,[1.7825],1.7825,4.636380624999999
INT,3,44,45,[1.43803704],1.438037037037037,4.636380624999999
INT,3,45,46,[0.6075],0.6075,4.636380624999999
INT,3,46,47,[2.25],2.25,4.636380624999999
INT,3,47,48,[0.85730303],0.8573030303030303,4.636380624999999
INT,3,48,49,[1.935875],1.935875,4.636380624999999
INT,3,49,50,[0.55],0.55,4.636380624999999
Random,3,0,1,[1.2037],1.2037,1.2037
Random,3,1,2,[1.8518],1.8518,1.8518
Random,3,2,3,[2.20236364],2.202363636363636,2.202363636363636
Random,3,3,4,[1.80076],1.80076,2.202363636363636
Random,3,4,5,[2.1665625],2.1665625,2.202363636363636
Random,3,5,6,[4.145804],4.145804,4.145804
Random,3,6,7,[2.06231818],2.0623181818181817,4.145804
Random,3,7,8,[1.079],1.079,4.145804
Random,3,8,9,[2.884],2.884,4.145804
Random,3,9,10,[5.00001],5.00001,5.00001
Random,3,10,11,[1.079],1.079,5.00001
Random,3,11,12,[2.1295],2.1294999999999997,5.00001
Random,3,12,13,[1.5573125],1.5573125,5.00001
Random,3,13,14,[2.75997143],2.7599714285714287,5.00001
Random,3,14,15,[3.857],3.857,5.00001
Random,3,15,16,[1.09544068],1.0954406779661017,5.00001
Random,3,16,17,[1.611],1.611,5.00001
Random,3,17,18,[3.14785857],3.1478585714285714,5.00001
Random,3,18,19,[2.609],2.609,5.00001
Random,3,19,20,[1.26292105],1.2629210526315788,5.00001
Random,3,20,21,[2.41673529],2.4167352941176468,5.00001
Random,3,21,22,[0.8805],0.8805000000000001,5.00001
Random,3,22,23,[2.82496296],2.824962962962963,5.00001
Random,3,23,24,[1.318],1.318,5.00001
Random,3,24,25,[2.143],2.143,5.00001
Random,3,25,26,[0.63311111],0.6331111111111111,5.00001
Random,3,26,27,[1.38234375],1.38234375,5.00001
Random,3,27,28,[2.98459333],2.984593333333333,5.00001
Random,3,28,29,[2.59216667],2.592166666666667,5.00001
Random,3,29,30,[1.29144444],1.2914444444444446,5.00001
Random,3,30,31,[3.976005],3.976005,5.00001
Random,3,31,32,[0.74046667],0.7404666666666666,5.00001
Random,3,32,33,[1.33],1.33,5.00001
Random,3,33,34,[1.65],1.65,5.00001
Random,3,34,35,[1.36566667],1.3656666666666666,5.00001
Random,3,35,36,[2.76773077],2.767730769230769,5.00001
Random,3,36,37,[2.59597667],2.5959766666666666,5.00001
Random,3,37,38,[1.90693478],1.9069347826086955,5.00001
Random,3,38,39,[0.63616667],0.6361666666666667,5.00001
Random,3,39,40,[1.277],1.277,5.00001
Random,3,40,41,[4.87069079],4.870690789473684,5.00001
Random,3,41,42,[0.67409091],0.6740909090909091,5.00001
Random,3,42,43,[2.62344444],2.6234444444444445,5.00001
Random,3,43,44,[4.77747],4.77747,5.00001
Random,3,44,45,[1.181],1.181,5.00001
Random,3,45,46,[0.66933333],0.6693333333333333,5.00001
Random,3,46,47,[1.45702632],1.4570263157894736,5.00001
Random,3,47,48,[0.83892308],0.838923076923077,5.00001
Random,3,48,49,[3.80388889],3.803888888888889,5.00001
Random,3,49,50,[0.799],0.7989999999999999,5.00001
Latitude-Longitude,4,0,1,[1.505],1.505,1.505
Latitude-Longitude,4,1,2,[0.987],0.987,1.505
Latitude-Longitude,4,2,3,[2.56047667],2.5604766666666667,2.5604766666666667
Latitude-Longitude,4,3,4,[2.6265],2.6265,2.6265
Latitude-Longitude,4,4,5,[1.4535],1.4535,2.6265
Latitude-Longitude,4,5,6,[0.283],0.283,2.6265
Latitude-Longitude,4,6,7,[5.00001],5.00001,5.00001
Latitude-Longitude,4,7,8,[4.03675],4.03675,5.00001
Latitude-Longitude,4,8,9,[1.0545],1.0545,5.00001
Latitude-Longitude,4,9,10,[4.87069079],4.870690789473684,5.00001
Latitude-Longitude,4,10,11,[2.61177889],2.611778888888889,5.00001
Latitude-Longitude,4,11,12,[2.954],2.954,5.00001
Latitude-Longitude,4,12,13,[5.00001],5.00001,5.00001
Latitude-Longitude,4,13,14,[0.711],0.711,5.00001
Latitude-Longitude,4,14,15,[0.45],0.45,5.00001
Latitude-Longitude,4,15,16,[0.6468],0.6468,5.00001
Latitude-Longitude,4,16,17,[5.00001],5.00001,5.00001
Latitude-Longitude,4,17,18,[1.019],1.019,5.00001
Latitude-Longitude,4,18,19,[0.329],0.329,5.00001
Latitude-Longitude,4,19,20,[2.4065],2.4065000000000003,5.00001
Latitude-Longitude,4,20,21,[0.856],0.856,5.00001
Latitude-Longitude,4,21,22,[4.217502],4.217502,5.00001
Latitude-Longitude,4,22,23,[4.94554267],4.945542666666666,5.00001
Latitude-Longitude,4,23,24,[4.33281563],4.332815625,5.00001
Latitude-Longitude,4,24,25,[4.53211444],4.532114444444444,5.00001
Latitude-Longitude,4,25,26,[4.190004],4.190004,5.00001
Latitude-Longitude,4,26,27,[4.30095682],4.300956818181818,5.00001
Latitude-Longitude,4,27,28,[5.00001],5.00001,5.00001
Latitude-Longitude,4,28,29,[4.31493357],4.314933571428571,5.00001
Latitude-Longitude,4,29,30,[4.91665214],4.916652142857143,5.00001
Latitude-Longitude,4,30,31,[3.42656733],3.4265673333333333,5.00001
Latitude-Longitude,4,31,32,[4.74493077],4.744930769230769,5.00001
Latitude-Longitude,4,32,33,[3.44222886],3.442228857142857,5.00001
Latitude-Longitude,4,33,34,[5.00001],5.00001,5.00001
Latitude-Longitude,4,34,35,[3.77009182],3.770091818181818,5.00001
Latitude-Longitude,4,35,36,[4.40975],4.40975,5.00001
Latitude-Longitude,4,36,37,[3.72566733],3.7256673333333334,5.00001
Latitude-Longitude,4,37,38,[4.50867333],4.508673333333333,5.00001
Latitude-Longitude,4,38,39,[3.31368474],3.313684736842105,5.00001
Latitude-Longitude,4,39,40,[1.54566667],1.5456666666666663,5.00001
Latitude-Longitude,4,40,41,[0.535],0.535,5.00001
Latitude-Longitude,4,41,42,[4.25341792],4.253417916666667,5.00001
Latitude-Longitude,4,42,43,[3.54026733],3.5402673333333334,5.00001
Latitude-Longitude,4,43,44,[0.595],0.595,5.00001
Latitude-Longitude,4,44,45,[3.7328024],3.7328024,5.00001
Latitude-Longitude,4,45,46,[2.306],2.306,5.00001
Latitude-Longitude,4,46,47,[3.3594375],3.3594375,5.00001
Latitude-Longitude,4,47,48,[3.624602],3.624602,5.00001
Latitude-Longitude,4,48,49,[3.50225],3.50225,5.00001
Latitude-Longitude,4,49,50,[1.10677778],1.106777777777778,5.00001
OHE,4,0,1,[1.682],1.682,1.682
OHE,4,1,2,[1.741],1.741,1.741
OHE,4,2,3,[2.8064175],2.8064175,2.8064175
OHE,4,3,4,[3.2353775],3.2353775,3.2353775
OHE,4,4,5,[2.0625],2.0625,3.2353775
OHE,4,5,6,[3.39878643],3.398786428571429,3.398786428571429
OHE,4,6,7,[0.94278125],0.94278125,3.398786428571429
OHE,4,7,8,[0.55813043],0.5581304347826087,3.398786428571429
OHE,4,8,9,[0.9657619],0.9657619047619048,3.398786428571429
OHE,4,9,10,[3.239452],3.239452,3.398786428571429
OHE,4,10,11,[0.7333125],0.7333125,3.398786428571429
OHE,4,11,12,[0.83016667],0.8301666666666666,3.398786428571429
OHE,4,12,13,[2.17735294],2.1773529411764705,3.398786428571429
OHE,4,13,14,[2.8116],2.8116,3.398786428571429
OHE,4,14,15,[0.48525],0.48525,3.398786428571429
OHE,4,15,16,[3.6656],3.6656,3.6656
OHE,4,16,17,[1.50268182],1.502681818181818,3.6656
OHE,4,17,18,[2.12514286],2.125142857142857,3.6656
OHE,4,18,19,[3.23016667],3.230166666666667,3.6656
OHE,4,19,20,[0.912],0.912,3.6656
OHE,4,20,21,[1.17295],1.17295,3.6656
OHE,4,21,22,[0.889],0.889,3.6656
OHE,4,22,23,[2.451],2.451,3.6656
OHE,4,23,24,[1.332],1.332,3.6656
OHE,4,24,25,[4.919508],4.9195079999999995,4.9195079999999995
OHE,4,25,26,[2.554],2.554,4.9195079999999995
OHE,4,26,27,[4.46804214],4.468042142857143,4.9195079999999995
OHE,4,27,28,[2.24864286],2.248642857142857,4.9195079999999995
OHE,4,28,29,[1.6895],1.6895,4.9195079999999995
OHE,4,29,30,[0.64754545],0.6475454545454545,4.9195079999999995
