Substance encoding,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield
RDKIT,1379,9,10,[12.91],12.91,30.17
RDKIT,1379,10,11,[3.77],3.77,30.17
RDKIT,1379,11,12,[49.48],49.48,49.48
RDKIT,1379,12,13,[13.79],13.79,49.48
RDKIT,1379,13,14,[53.11],53.11,53.11
RDKIT,1379,14,15,[52.2],52.2,53.11
RDKIT,1379,15,16,[57.68],57.68,57.68
RDKIT,1379,16,17,[80.65],80.65,80.65
RDKIT,1379,17,18,[52.23],52.23,80.65
RDKIT,1379,18,19,[45.73],45.73,80.65
RDKIT,1379,19,20,[77.52],77.52,80.65
RDKIT,1379,20,21,[70.51],70.51,80.65
RDKIT,1379,21,22,[80.86],80.86,80.86
RDKIT,1379,22,23,[76.66],76.66,80.86
RDKIT,1379,23,24,[67.57],67.57,80.86
RDKIT,1379,24,25,[60.29],60.29,80.86
RDKIT,1379,25,26,[98.38],98.38,98.38
RDKIT,1379,26,27,[96.64],96.64,98.38
RDKIT,1379,27,28,[99.81],99.81,99.81
RDKIT,1379,28,29,[99.22],99.22,99.81
RDKIT,1379,29,30,[92.19],92.19,99.81
RDKIT,1379,30,31,[89.95],89.95,99.81
RDKIT,1379,31,32,[81.63],81.63,99.81
RDKIT,1379,32,33,[4.3],4.3,99.81
RDKIT,1379,33,34,[83.22],83.22,99.81
RDKIT,1379,34,35,[87.59],87.59,99.81
RDKIT,1379,35,36,[92.03],92.03,99.81
RDKIT,1379,36,37,[84.03],84.03,99.81
RDKIT,1379,37,38,[87.0],87.0,99.81
RDKIT,1379,38,39,[83.85],83.85,99.81
RDKIT,1379,39,40,[98.49],98.49,99.81
RDKIT,1380,0,1,[35.6],35.6,35.6
RDKIT,1380,1,2,[16.91],16.91,35.6
RDKIT,1380,2,3,[18.38],18.38,35.6
RDKIT,1380,3,4,[10.66],10.66,35.6
RDKIT,1380,4,5,[19.71],19.71,35.6
RDKIT,1380,5,6,[0.0],0.0,35.6
RDKIT,1380,6,7,[28.9],28.9,35.6
RDKIT,1380,7,8,[19.99],19.99,35.6
RDKIT,1380,8,9,[13.02],13.02,35.6
RDKIT,1380,9,10,[72.24],72.24,72.24
RDKIT,1380,10,11,[3.77],3.77,72.24
RDKIT,1380,11,12,[85.21],85.21,85.21
RDKIT,1380,12,13,[39.57],39.57,85.21
RDKIT,1380,13,14,[45.01],45.01,85.21
RDKIT,1380,14,15,[82.13],82.13,85.21
RDKIT,1380,15,16,[0.0],0.0,85.21
RDKIT,1380,16,17,[43.12],43.12,85.21
RDKIT,1380,17,18,[83.62],83.62,85.21
RDKIT,1380,18,19,[62.04],62.04,85.21
RDKIT,1380,19,20,[50.7],50.7,85.21
RDKIT,1380,20,21,[91.27],91.27,91.27
RDKIT,1380,21,22,[45.85],45.85,91.27
RDKIT,1380,22,23,[2.15],2.15,91.27
RDKIT,1380,23,24,[31.53],31.53,91.27
RDKIT,1380,24,25,[44.96],44.96,91.27
RDKIT,1380,25,26,[79.1],79.1,91.27
RDKIT,1380,26,27,[78.93],78.93,91.27
RDKIT,1380,27,28,[7.54],7.54,91.27
RDKIT,1380,28,29,[37.37],37.37,91.27
RDKIT,1380,29,30,[89.14],89.14,91.27
RDKIT,1380,30,31,[81.48],81.48,91.27
RDKIT,1380,31,32,[22.07],22.07,91.27
RDKIT,1380,32,33,[52.08],52.08,91.27
RDKIT,1380,33,34,[88.89],88.89,91.27
RDKIT,1380,34,35,[68.71],68.71,91.27
RDKIT,1380,35,36,[8.52],8.52,91.27
RDKIT,1380,36,37,[96.64],96.64,96.64
RDKIT,1380,37,38,[89.95],89.95,96.64
RDKIT,1380,38,39,[95.48],95.48,96.64
RDKIT,1380,39,40,[83.22],83.22,96.64
RDKIT,1381,0,1,[6.69],6.69,6.69
RDKIT,1381,1,2,[53.02],53.02,53.02
RDKIT,1381,2,3,[35.61],35.61,53.02
RDKIT,1381,3,4,[7.88],7.88,53.02
RDKIT,1381,4,5,[10.59],10.59,53.02
RDKIT,1381,5,6,[0.0],0.0,53.02
RDKIT,1381,6,7,[52.08],52.08,53.02
RDKIT,1381,7,8,[2.78],2.78,53.02
RDKIT,1381,8,9,[3.04],3.04,53.02
RDKIT,1381,9,10,[18.38],18.38,53.02
RDKIT,1381,10,11,[92.19],92.19,92.19
RDKIT,1381,11,12,[92.03],92.03,92.19
RDKIT,1381,12,13,[12.23],12.23,92.19
RDKIT,1381,13,14,[0.0],0.0,92.19
RDKIT,1381,14,15,[99.22],99.22,99.22
RDKIT,1381,15,16,[98.38],98.38,99.22
RDKIT,1381,16,17,[43.84],43.84,99.22
RDKIT,1381,17,18,[96.64],96.64,99.22
RDKIT,1381,18,19,[99.81],99.81,99.81
RDKIT,1381,19,20,[87.59],87.59,99.81
RDKIT,1381,20,21,[52.47],52.47,99.81
RDKIT,1381,21,22,[81.63],81.63,99.81
RDKIT,1381,22,23,[88.89],88.89,99.81
RDKIT,1381,23,24,[76.59],76.59,99.81
RDKIT,1381,24,25,[45.85],45.85,99.81
RDKIT,1381,25,26,[83.22],83.22,99.81
RDKIT,1381,26,27,[55.96],55.96,99.81
RDKIT,1381,27,28,[89.95],89.95,99.81
RDKIT,1381,28,29,[95.48],95.48,99.81
RDKIT,1381,29,30,[66.84],66.84,99.81
RDKIT,1381,30,31,[2.13],2.13,99.81
RDKIT,1381,31,32,[8.61],8.61,99.81
RDKIT,1381,32,33,[89.14],89.14,99.81
RDKIT,1381,33,34,[22.07],22.07,99.81
RDKIT,1381,34,35,[85.21],85.21,99.81
RDKIT,1381,35,36,[72.24],72.24,99.81
RDKIT,1381,36,37,[5.16],5.16,99.81
RDKIT,1381,37,38,[71.81],71.81,99.81
RDKIT,1381,38,39,[76.66],76.66,99.81
RDKIT,1381,39,40,[80.86],80.86,99.81
RDKIT,1382,0,1,[91.19],91.19,91.19
RDKIT,1382,1,2,[16.57],16.57,91.19
RDKIT,1382,2,3,[11.91],11.91,91.19
RDKIT,1382,3,4,[14.29],14.29,91.19
RDKIT,1382,4,5,[20.2],20.2,91.19
RDKIT,1382,5,6,[0.0],0.0,91.19
RDKIT,1382,6,7,[71.81],71.81,91.19
RDKIT,1382,7,8,[13.02],13.02,91.19
RDKIT,1382,8,9,[80.86],80.86,91.19
RDKIT,1382,9,10,[8.82],8.82,91.19
RDKIT,1382,10,11,[76.66],76.66,91.19
RDKIT,1382,11,12,[98.38],98.38,98.38
RDKIT,1382,12,13,[95.48],95.48,98.38
RDKIT,1382,13,14,[99.22],99.22,99.22
RDKIT,1382,14,15,[39.57],39.57,99.22
RDKIT,1382,15,16,[89.95],89.95,99.22
RDKIT,1382,16,17,[83.22],83.22,99.22
RDKIT,1382,17,18,[92.19],92.19,99.22
RDKIT,1382,18,19,[81.63],81.63,99.22
RDKIT,1382,19,20,[99.81],99.81,99.81
RDKIT,1382,20,21,[45.73],45.73,99.81
RDKIT,1382,21,22,[31.14],31.14,99.81
RDKIT,1382,22,23,[92.03],92.03,99.81
RDKIT,1382,23,24,[0.0],0.0,99.81
RDKIT,1382,24,25,[83.85],83.85,99.81
RDKIT,1382,25,26,[52.08],52.08,99.81
RDKIT,1382,26,27,[0.89],0.89,99.81
RDKIT,1382,27,28,[99.98],99.98,99.98
RDKIT,1382,28,29,[100.0],100.0,100.0
RDKIT,1382,29,30,[87.0],87.0,100.0
RDKIT,1382,30,31,[25.45],25.45,100.0
RDKIT,1382,31,32,[43.84],43.84,100.0
RDKIT,1382,32,33,[87.59],87.59,100.0
RDKIT,1382,33,34,[88.82],88.82,100.0
RDKIT,1382,34,35,[75.46],75.46,100.0
RDKIT,1382,35,36,[96.64],96.64,100.0
RDKIT,1382,36,37,[80.65],80.65,100.0
RDKIT,1382,37,38,[50.74],50.74,100.0
RDKIT,1382,38,39,[62.33],62.33,100.0
RDKIT,1382,39,40,[50.75],50.75,100.0
RDKIT,1383,0,1,[22.3],22.3,22.3
RDKIT,1383,1,2,[7.59],7.59,22.3
RDKIT,1383,2,3,[4.3],4.3,22.3
RDKIT,1383,3,4,[16.91],16.91,22.3
RDKIT,1383,4,5,[0.0],0.0,22.3
RDKIT,1383,5,6,[25.67],25.67,25.67
RDKIT,1383,6,7,[6.48],6.48,25.67
RDKIT,1383,7,8,[53.81],53.81,53.81
RDKIT,1383,8,9,[5.24],5.24,53.81
RDKIT,1383,9,10,[68.31],68.31,68.31
RDKIT,1383,10,11,[44.28],44.28,68.31
RDKIT,1383,11,12,[0.83],0.83,68.31
RDKIT,1383,12,13,[26.52],26.52,68.31
RDKIT,1383,13,14,[27.79],27.79,68.31
RDKIT,1383,14,15,[0.0],0.0,68.31
RDKIT,1383,15,16,[78.44],78.44,78.44
RDKIT,1383,16,17,[71.43],71.43,78.44
RDKIT,1383,17,18,[31.51],31.51,78.44
RDKIT,1383,18,19,[15.64],15.64,78.44
RDKIT,1383,19,20,[77.01],77.01,78.44
RDKIT,1383,20,21,[70.8],70.8,78.44
RDKIT,1383,21,22,[61.67],61.67,78.44
RDKIT,1383,22,23,[99.98],99.98,99.98
RDKIT,1383,23,24,[71.81],71.81,99.98
RDKIT,1383,24,25,[91.19],91.19,99.98
RDKIT,1383,25,26,[80.86],80.86,99.98
RDKIT,1383,26,27,[63.2],63.2,99.98
RDKIT,1383,27,28,[99.22],99.22,99.98
RDKIT,1383,28,29,[62.33],62.33,99.98
RDKIT,1383,29,30,[95.48],95.48,99.98
RDKIT,1383,30,31,[81.63],81.63,99.98
RDKIT,1383,31,32,[59.82],59.82,99.98
RDKIT,1383,32,33,[98.38],98.38,99.98
RDKIT,1383,33,34,[92.19],92.19,99.98
RDKIT,1383,34,35,[99.81],99.81,99.98
RDKIT,1383,35,36,[44.47],44.47,99.98
RDKIT,1383,36,37,[100.0],100.0,100.0
RDKIT,1383,37,38,[74.3],74.3,100.0
RDKIT,1383,38,39,[87.0],87.0,100.0
RDKIT,1383,39,40,[30.17],30.17,100.0
RDKIT,1384,0,1,[77.52],77.52,77.52
RDKIT,1384,1,2,[6.77],6.77,77.52
RDKIT,1384,2,3,[26.22],26.22,77.52
RDKIT,1384,3,4,[12.25],12.25,77.52
RDKIT,1384,4,5,[22.65],22.65,77.52
RDKIT,1384,5,6,[0.0],0.0,77.52
RDKIT,1384,6,7,[31.14],31.14,77.52
RDKIT,1384,7,8,[0.0],0.0,77.52
RDKIT,1384,8,9,[55.96],55.96,77.52
RDKIT,1384,9,10,[89.95],89.95,89.95
RDKIT,1384,10,11,[65.32],65.32,89.95
RDKIT,1384,11,12,[99.81],99.81,99.81
RDKIT,1384,12,13,[92.19],92.19,99.81
RDKIT,1384,13,14,[98.38],98.38,99.81
RDKIT,1384,14,15,[43.12],43.12,99.81
RDKIT,1384,15,16,[99.22],99.22,99.81
RDKIT,1384,16,17,[5.95],5.95,99.81
RDKIT,1384,17,18,[99.98],99.98,99.98
RDKIT,1384,18,19,[80.86],80.86,99.98
RDKIT,1384,19,20,[71.81],71.81,99.98
RDKIT,1384,20,21,[81.63],81.63,99.98
RDKIT,1384,21,22,[2.78],2.78,99.98
RDKIT,1384,22,23,[28.9],28.9,99.98
RDKIT,1384,23,24,[83.85],83.85,99.98
RDKIT,1384,24,25,[50.74],50.74,99.98
RDKIT,1384,25,26,[87.59],87.59,99.98
RDKIT,1384,26,27,[68.17],68.17,99.98
RDKIT,1384,27,28,[19.13],19.13,99.98
RDKIT,1384,28,29,[58.4],58.4,99.98
RDKIT,1384,29,30,[8.82],8.82,99.98
RDKIT,1384,30,31,[80.65],80.65,99.98
RDKIT,1384,31,32,[62.33],62.33,99.98
RDKIT,1384,32,33,[92.03],92.03,99.98
RDKIT,1384,33,34,[50.7],50.7,99.98
RDKIT,1384,34,35,[1.23],1.23,99.98
RDKIT,1384,35,36,[96.64],96.64,99.98
RDKIT,1384,36,37,[95.48],95.48,99.98
RDKIT,1384,37,38,[83.22],83.22,99.98
RDKIT,1384,38,39,[52.08],52.08,99.98
RDKIT,1384,39,40,[45.85],45.85,99.98
RDKIT,1385,0,1,[84.49],84.49,84.49
RDKIT,1385,1,2,[37.93],37.93,84.49
RDKIT,1385,2,3,[7.88],7.88,84.49
RDKIT,1385,3,4,[6.38],6.38,84.49
RDKIT,1385,4,5,[0.0],0.0,84.49
RDKIT,1385,5,6,[17.54],17.54,84.49
RDKIT,1385,6,7,[52.08],52.08,84.49
RDKIT,1385,7,8,[9.96],9.96,84.49
RDKIT,1385,8,9,[0.0],0.0,84.49
RDKIT,1385,9,10,[0.0],0.0,84.49
RDKIT,1385,10,11,[1.68],1.68,84.49
RDKIT,1385,11,12,[18.95],18.95,84.49
RDKIT,1385,12,13,[16.91],16.91,84.49
RDKIT,1385,13,14,[10.59],10.59,84.49
RDKIT,1385,14,15,[28.9],28.9,84.49
RDKIT,1385,15,16,[0.24],0.24,84.49
RDKIT,1385,16,17,[3.04],3.04,84.49
RDKIT,1385,17,18,[3.6],3.6,84.49
RDKIT,1385,18,19,[19.13],19.13,84.49
RDKIT,1385,19,20,[5.22],5.22,84.49
RDKIT,1385,20,21,[5.75],5.75,84.49
RDKIT,1385,21,22,[2.41],2.41,84.49
RDKIT,1385,22,23,[5.47],5.47,84.49
RDKIT,1385,23,24,[84.48],84.48,84.49
RDKIT,1385,24,25,[40.06],40.06,84.49
RDKIT,1385,25,26,[84.67],84.67,84.67
RDKIT,1385,26,27,[48.86],48.86,84.67
RDKIT,1385,27,28,[84.81],84.81,84.81
RDKIT,1385,28,29,[88.41],88.41,88.41
RDKIT,1385,29,30,[87.83],87.83,88.41
RDKIT,1385,30,31,[77.58],77.58,88.41
RDKIT,1385,31,32,[89.17],89.17,89.17
RDKIT,1385,32,33,[79.33],79.33,89.17
RDKIT,1385,33,34,[2.79],2.79,89.17
RDKIT,1385,34,35,[62.07],62.07,89.17
RDKIT,1385,35,36,[88.41],88.41,89.17
RDKIT,1385,36,37,[1.62],1.62,89.17
RDKIT,1385,37,38,[84.17],84.17,89.17
RDKIT,1385,38,39,[23.71],23.71,89.17
RDKIT,1385,39,40,[80.39],80.39,89.17
RDKIT,1386,0,1,[0.0],0.0,0.0
RDKIT,1386,1,2,[9.96],9.96,9.96
RDKIT,1386,2,3,[31.66],31.66,31.66
RDKIT,1386,3,4,[2.53],2.53,31.66
RDKIT,1386,4,5,[3.78],3.78,31.66
RDKIT,1386,5,6,[14.29],14.29,31.66
RDKIT,1386,6,7,[9.96],9.96,31.66
RDKIT,1386,7,8,[44.4],44.4,44.4
RDKIT,1386,8,9,[36.73],36.73,44.4
RDKIT,1386,9,10,[54.55],54.55,54.55
RDKIT,1386,10,11,[37.58],37.58,54.55
RDKIT,1386,11,12,[28.02],28.02,54.55
RDKIT,1386,12,13,[16.91],16.91,54.55
RDKIT,1386,13,14,[0.0],0.0,54.55
RDKIT,1386,14,15,[58.48],58.48,58.48
RDKIT,1386,15,16,[53.81],53.81,58.48
RDKIT,1386,16,17,[45.37],45.37,58.48
RDKIT,1386,17,18,[36.18],36.18,58.48
RDKIT,1386,18,19,[58.95],58.95,58.95
RDKIT,1386,19,20,[13.31],13.31,58.95
RDKIT,1386,20,21,[42.63],42.63,58.95
RDKIT,1386,21,22,[53.11],53.11,58.95
RDKIT,1386,22,23,[49.48],49.48,58.95
RDKIT,1386,23,24,[80.65],80.65,80.65
RDKIT,1386,24,25,[80.86],80.86,80.86
RDKIT,1386,25,26,[76.66],76.66,80.86
RDKIT,1386,26,27,[77.52],77.52,80.86
RDKIT,1386,27,28,[67.57],67.57,80.86
RDKIT,1386,28,29,[70.51],70.51,80.86
RDKIT,1386,29,30,[98.38],98.38,98.38
RDKIT,1386,30,31,[96.64],96.64,98.38
RDKIT,1386,31,32,[83.22],83.22,98.38
RDKIT,1386,32,33,[89.95],89.95,98.38
RDKIT,1386,33,34,[99.81],99.81,99.81
RDKIT,1386,34,35,[99.22],99.22,99.81
RDKIT,1386,35,36,[95.48],95.48,99.81
RDKIT,1386,36,37,[92.19],92.19,99.81
RDKIT,1386,37,38,[81.63],81.63,99.81
RDKIT,1386,38,39,[87.59],87.59,99.81
RDKIT,1386,39,40,[60.29],60.29,99.81
RDKIT,1387,0,1,[0.0],0.0,0.0
RDKIT,1387,1,2,[11.26],11.26,11.26
RDKIT,1387,2,3,[10.59],10.59,11.26
RDKIT,1387,3,4,[4.78],4.78,11.26
RDKIT,1387,4,5,[0.99],0.99,11.26
RDKIT,1387,5,6,[12.25],12.25,12.25
RDKIT,1387,6,7,[49.48],49.48,49.48
RDKIT,1387,7,8,[44.4],44.4,49.48
RDKIT,1387,8,9,[36.73],36.73,49.48
RDKIT,1387,9,10,[31.66],31.66,49.48
RDKIT,1387,10,11,[7.54],7.54,49.48
RDKIT,1387,11,12,[18.95],18.95,49.48
RDKIT,1387,12,13,[0.0],0.0,49.48
RDKIT,1387,13,14,[99.81],99.81,99.81
RDKIT,1387,14,15,[98.38],98.38,99.81
RDKIT,1387,15,16,[99.22],99.22,99.81
RDKIT,1387,16,17,[92.19],92.19,99.81
RDKIT,1387,17,18,[5.95],5.95,99.81
RDKIT,1387,18,19,[96.64],96.64,99.81
RDKIT,1387,19,20,[89.95],89.95,99.81
RDKIT,1387,20,21,[81.63],81.63,99.81
RDKIT,1387,21,22,[52.47],52.47,99.81
RDKIT,1387,22,23,[28.9],28.9,99.81
RDKIT,1387,23,24,[44.47],44.47,99.81
RDKIT,1387,24,25,[92.03],92.03,99.81
RDKIT,1387,25,26,[87.59],87.59,99.81
RDKIT,1387,26,27,[0.0],0.0,99.81
RDKIT,1387,27,28,[95.48],95.48,99.81
RDKIT,1387,28,29,[83.22],83.22,99.81
RDKIT,1387,29,30,[83.85],83.85,99.81
RDKIT,1387,30,31,[11.91],11.91,99.81
RDKIT,1387,31,32,[80.86],80.86,99.81
RDKIT,1387,32,33,[50.74],50.74,99.81
RDKIT,1387,33,34,[85.21],85.21,99.81
RDKIT,1387,34,35,[43.12],43.12,99.81
RDKIT,1387,35,36,[89.14],89.14,99.81
RDKIT,1387,36,37,[5.4],5.4,99.81
RDKIT,1387,37,38,[45.85],45.85,99.81
RDKIT,1387,38,39,[81.48],81.48,99.81
RDKIT,1387,39,40,[3.33],3.33,99.81
RDKIT,1388,0,1,[0.0],0.0,0.0
RDKIT,1388,1,2,[12.25],12.25,12.25
RDKIT,1388,2,3,[5.4],5.4,12.25
RDKIT,1388,3,4,[0.89],0.89,12.25
RDKIT,1388,4,5,[10.04],10.04,12.25
RDKIT,1388,5,6,[5.15],5.15,12.25
RDKIT,1388,6,7,[5.7],5.7,12.25
RDKIT,1388,7,8,[9.35],9.35,12.25
RDKIT,1388,8,9,[62.04],62.04,62.04
RDKIT,1388,9,10,[96.64],96.64,96.64
RDKIT,1388,10,11,[30.41],30.41,96.64
RDKIT,1388,11,12,[76.59],76.59,96.64
RDKIT,1388,12,13,[98.38],98.38,98.38
RDKIT,1388,13,14,[99.22],99.22,99.22
RDKIT,1388,14,15,[99.81],99.81,99.81
RDKIT,1388,15,16,[5.95],5.95,99.81
RDKIT,1388,16,17,[92.19],92.19,99.81
RDKIT,1388,17,18,[2.78],2.78,99.81
RDKIT,1388,18,19,[60.29],60.29,99.81
RDKIT,1388,19,20,[87.59],87.59,99.81
RDKIT,1388,20,21,[71.81],71.81,99.81
RDKIT,1388,21,22,[81.63],81.63,99.81
RDKIT,1388,22,23,[45.73],45.73,99.81
RDKIT,1388,23,24,[79.1],79.1,99.81
RDKIT,1388,24,25,[9.96],9.96,99.81
RDKIT,1388,25,26,[51.83],51.83,99.81
RDKIT,1388,26,27,[78.93],78.93,99.81
RDKIT,1388,27,28,[83.22],83.22,99.81
RDKIT,1388,28,29,[24.11],24.11,99.81
RDKIT,1388,29,30,[80.86],80.86,99.81
RDKIT,1388,30,31,[43.12],43.12,99.81
RDKIT,1388,31,32,[89.95],89.95,99.81
RDKIT,1388,32,33,[80.65],80.65,99.81
RDKIT,1388,33,34,[98.49],98.49,99.81
RDKIT,1388,34,35,[87.0],87.0,99.81
RDKIT,1388,35,36,[52.08],52.08,99.81
RDKIT,1388,36,37,[15.64],15.64,99.81
RDKIT,1388,37,38,[83.85],83.85,99.81
RDKIT,1388,38,39,[61.09],61.09,99.81
RDKIT,1388,39,40,[77.52],77.52,99.81
RDKIT,1389,0,1,[0.0],0.0,0.0
RDKIT,1389,1,2,[0.0],0.0,0.0
RDKIT,1389,2,3,[4.78],4.78,4.78
RDKIT,1389,3,4,[49.48],49.48,49.48
RDKIT,1389,4,5,[52.08],52.08,52.08
RDKIT,1389,5,6,[31.66],31.66,52.08
RDKIT,1389,6,7,[12.25],12.25,52.08
RDKIT,1389,7,8,[14.29],14.29,52.08
RDKIT,1389,8,9,[99.81],99.81,99.81
RDKIT,1389,9,10,[99.22],99.22,99.81
RDKIT,1389,10,11,[9.96],9.96,99.81
RDKIT,1389,11,12,[28.9],28.9,99.81
RDKIT,1389,12,13,[26.69],26.69,99.81
RDKIT,1389,13,14,[89.95],89.95,99.81
RDKIT,1389,14,15,[95.48],95.48,99.81
RDKIT,1389,15,16,[92.03],92.03,99.81
RDKIT,1389,16,17,[92.19],92.19,99.81
RDKIT,1389,17,18,[1.62],1.62,99.81
RDKIT,1389,18,19,[85.21],85.21,99.81
RDKIT,1389,19,20,[5.65],5.65,99.81
RDKIT,1389,20,21,[20.72],20.72,99.81
RDKIT,1389,21,22,[98.38],98.38,99.81
RDKIT,1389,22,23,[5.95],5.95,99.81
RDKIT,1389,23,24,[60.29],60.29,99.81
RDKIT,1389,24,25,[81.63],81.63,99.81
RDKIT,1389,25,26,[87.59],87.59,99.81
RDKIT,1389,26,27,[89.14],89.14,99.81
RDKIT,1389,27,28,[96.64],96.64,99.81
RDKIT,1389,28,29,[80.65],80.65,99.81
RDKIT,1389,29,30,[75.46],75.46,99.81
RDKIT,1389,30,31,[83.22],83.22,99.81
RDKIT,1389,31,32,[99.98],99.98,99.98
RDKIT,1389,32,33,[80.86],80.86,99.98
RDKIT,1389,33,34,[71.81],71.81,99.98
RDKIT,1389,34,35,[50.74],50.74,99.98
RDKIT,1389,35,36,[51.83],51.83,99.98
RDKIT,1389,36,37,[11.91],11.91,99.98
RDKIT,1389,37,38,[50.7],50.7,99.98
RDKIT,1389,38,39,[0.0],0.0,99.98
RDKIT,1389,39,40,[5.16],5.16,99.98
RDKIT,1390,0,1,[23.71],23.71,23.71
RDKIT,1390,1,2,[3.04],3.04,23.71
RDKIT,1390,2,3,[0.0],0.0,23.71
RDKIT,1390,3,4,[0.0],0.0,23.71
RDKIT,1390,4,5,[2.13],2.13,23.71
RDKIT,1390,5,6,[31.51],31.51,31.51
RDKIT,1390,6,7,[18.72],18.72,31.51
RDKIT,1390,7,8,[5.24],5.24,31.51
RDKIT,1390,8,9,[78.44],78.44,78.44
RDKIT,1390,9,10,[62.15],62.15,78.44
RDKIT,1390,10,11,[70.8],70.8,78.44
RDKIT,1390,11,12,[7.43],7.43,78.44
RDKIT,1390,12,13,[0.0],0.0,78.44
RDKIT,1390,13,14,[48.91],48.91,78.44
RDKIT,1390,14,15,[71.43],71.43,78.44
RDKIT,1390,15,16,[77.01],77.01,78.44
RDKIT,1390,16,17,[75.4],75.4,78.44
RDKIT,1390,17,18,[19.64],19.64,78.44
RDKIT,1390,18,19,[44.28],44.28,78.44
RDKIT,1390,19,20,[78.6],78.6,78.6
RDKIT,1390,20,21,[84.62],84.62,84.62
RDKIT,1390,21,22,[99.98],99.98,99.98
RDKIT,1390,22,23,[63.2],63.2,99.98
RDKIT,1390,23,24,[71.81],71.81,99.98
RDKIT,1390,24,25,[80.86],80.86,99.98
RDKIT,1390,25,26,[91.19],91.19,99.98
RDKIT,1390,26,27,[60.29],60.29,99.98
RDKIT,1390,27,28,[62.33],62.33,99.98
RDKIT,1390,28,29,[0.0],0.0,99.98
RDKIT,1390,29,30,[1.89],1.89,99.98
RDKIT,1390,30,31,[27.41],27.41,99.98
RDKIT,1390,31,32,[19.13],19.13,99.98
RDKIT,1390,32,33,[98.38],98.38,99.98
RDKIT,1390,33,34,[28.9],28.9,99.98
RDKIT,1390,34,35,[76.66],76.66,99.98
RDKIT,1390,35,36,[80.65],80.65,99.98
RDKIT,1390,36,37,[8.61],8.61,99.98
RDKIT,1390,37,38,[95.48],95.48,99.98
RDKIT,1390,38,39,[99.22],99.22,99.98
RDKIT,1390,39,40,[81.63],81.63,99.98
RDKIT,1391,0,1,[3.69],3.69,3.69
RDKIT,1391,1,2,[20.72],20.72,20.72
RDKIT,1391,2,3,[4.66],4.66,20.72
RDKIT,1391,3,4,[2.77],2.77,20.72
RDKIT,1391,4,5,[0.0],0.0,20.72
RDKIT,1391,5,6,[89.14],89.14,89.14
RDKIT,1391,6,7,[88.89],88.89,89.14
RDKIT,1391,7,8,[3.14],3.14,89.14
RDKIT,1391,8,9,[14.24],14.24,89.14
RDKIT,1391,9,10,[19.55],19.55,89.14
RDKIT,1391,10,11,[96.64],96.64,96.64
RDKIT,1391,11,12,[46.42],46.42,96.64
RDKIT,1391,12,13,[98.38],98.38,98.38
RDKIT,1391,13,14,[28.9],28.9,98.38
RDKIT,1391,14,15,[3.33],3.33,98.38
RDKIT,1391,15,16,[31.14],31.14,98.38
RDKIT,1391,16,17,[85.21],85.21,98.38
RDKIT,1391,17,18,[76.59],76.59,98.38
RDKIT,1391,18,19,[99.22],99.22,99.22
RDKIT,1391,19,20,[95.48],95.48,99.22
RDKIT,1391,20,21,[74.3],74.3,99.22
RDKIT,1391,21,22,[81.63],81.63,99.22
RDKIT,1391,22,23,[39.57],39.57,99.22
RDKIT,1391,23,24,[99.81],99.81,99.81
RDKIT,1391,24,25,[87.59],87.59,99.81
RDKIT,1391,25,26,[78.93],78.93,99.81
RDKIT,1391,26,27,[83.22],83.22,99.81
RDKIT,1391,27,28,[92.19],92.19,99.81
RDKIT,1391,28,29,[11.91],11.91,99.81
RDKIT,1391,29,30,[71.81],71.81,99.81
RDKIT,1391,30,31,[21.09],21.09,99.81
RDKIT,1391,31,32,[62.04],62.04,99.81
RDKIT,1391,32,33,[89.95],89.95,99.81
RDKIT,1391,33,34,[82.13],82.13,99.81
RDKIT,1391,34,35,[77.52],77.52,99.81
RDKIT,1391,35,36,[79.1],79.1,99.81
RDKIT,1391,36,37,[43.12],43.12,99.81
RDKIT,1391,37,38,[92.03],92.03,99.81
RDKIT,1391,38,39,[51.83],51.83,99.81
RDKIT,1391,39,40,[50.7],50.7,99.81
RDKIT,1392,0,1,[0.0],0.0,0.0
RDKIT,1392,1,2,[11.99],11.99,11.99
RDKIT,1392,2,3,[20.72],20.72,20.72
RDKIT,1392,3,4,[0.74],0.74,20.72
RDKIT,1392,4,5,[3.79],3.79,20.72
RDKIT,1392,5,6,[5.65],5.65,20.72
RDKIT,1392,6,7,[44.4],44.4,44.4
RDKIT,1392,7,8,[26.3],26.3,44.4
RDKIT,1392,8,9,[36.73],36.73,44.4
RDKIT,1392,9,10,[8.95],8.95,44.4
RDKIT,1392,10,11,[29.45],29.45,44.4
RDKIT,1392,11,12,[25.64],25.64,44.4
RDKIT,1392,12,13,[49.48],49.48,49.48
RDKIT,1392,13,14,[53.11],53.11,53.11
RDKIT,1392,14,15,[0.0],0.0,53.11
RDKIT,1392,15,16,[57.68],57.68,57.68
RDKIT,1392,16,17,[45.73],45.73,57.68
RDKIT,1392,17,18,[80.65],80.65,80.65
RDKIT,1392,18,19,[77.52],77.52,80.65
RDKIT,1392,19,20,[76.66],76.66,80.65
RDKIT,1392,20,21,[89.95],89.95,89.95
RDKIT,1392,21,22,[96.64],96.64,96.64
RDKIT,1392,22,23,[98.38],98.38,98.38
RDKIT,1392,23,24,[83.22],83.22,98.38
RDKIT,1392,24,25,[30.41],30.41,98.38
