Substance encoding,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield
OneHot,1341,3,4,[0.83],0.83,5.95
OneHot,1341,4,5,[11.68],11.68,11.68
OneHot,1341,5,6,[43.2],43.2,43.2
OneHot,1341,6,7,[23.71],23.71,43.2
OneHot,1341,7,8,[22.31],22.31,43.2
OneHot,1341,8,9,[14.53],14.53,43.2
OneHot,1341,9,10,[79.33],79.33,79.33
OneHot,1341,10,11,[86.14],86.14,86.14
OneHot,1341,11,12,[82.21],82.21,86.14
OneHot,1341,12,13,[84.49],84.49,86.14
OneHot,1341,13,14,[6.23],6.23,86.14
OneHot,1341,14,15,[3.61],3.61,86.14
OneHot,1341,15,16,[0.0],0.0,86.14
OneHot,1341,16,17,[88.41],88.41,88.41
OneHot,1341,17,18,[16.77],16.77,88.41
OneHot,1341,18,19,[80.39],80.39,88.41
OneHot,1341,19,20,[62.07],62.07,88.41
OneHot,1341,20,21,[60.68],60.68,88.41
OneHot,1341,21,22,[84.81],84.81,88.41
OneHot,1341,22,23,[84.48],84.48,88.41
OneHot,1341,23,24,[84.17],84.17,88.41
OneHot,1341,24,25,[61.71],61.71,88.41
OneHot,1341,25,26,[0.0],0.0,88.41
OneHot,1341,26,27,[66.03],66.03,88.41
OneHot,1341,27,28,[3.38],3.38,88.41
OneHot,1341,28,29,[89.17],89.17,89.17
OneHot,1341,29,30,[84.67],84.67,89.17
OneHot,1341,30,31,[25.35],25.35,89.17
OneHot,1341,31,32,[95.48],95.48,95.48
OneHot,1341,32,33,[38.8],38.8,95.48
OneHot,1341,33,34,[96.64],96.64,96.64
OneHot,1341,34,35,[98.38],98.38,98.38
OneHot,1341,35,36,[83.22],83.22,98.38
OneHot,1341,36,37,[59.82],59.82,98.38
OneHot,1341,37,38,[99.81],99.81,99.81
OneHot,1341,38,39,[89.95],89.95,99.81
OneHot,1341,39,40,[92.19],92.19,99.81
OneHot,1342,0,1,[29.39],29.39,29.39
OneHot,1342,1,2,[3.6],3.6,29.39
OneHot,1342,2,3,[0.0],0.0,29.39
OneHot,1342,3,4,[0.0],0.0,29.39
OneHot,1342,4,5,[20.07],20.07,29.39
OneHot,1342,5,6,[2.44],2.44,29.39
OneHot,1342,6,7,[8.61],8.61,29.39
OneHot,1342,7,8,[9.96],9.96,29.39
OneHot,1342,8,9,[19.77],19.77,29.39
OneHot,1342,9,10,[6.2],6.2,29.39
OneHot,1342,10,11,[44.28],44.28,44.28
OneHot,1342,11,12,[18.95],18.95,44.28
OneHot,1342,12,13,[66.03],66.03,66.03
OneHot,1342,13,14,[53.43],53.43,66.03
OneHot,1342,14,15,[70.8],70.8,70.8
OneHot,1342,15,16,[6.23],6.23,70.8
OneHot,1342,16,17,[0.0],0.0,70.8
OneHot,1342,17,18,[62.15],62.15,70.8
OneHot,1342,18,19,[31.55],31.55,70.8
OneHot,1342,19,20,[54.52],54.52,70.8
OneHot,1342,20,21,[11.49],11.49,70.8
OneHot,1342,21,22,[39.32],39.32,70.8
OneHot,1342,22,23,[86.14],86.14,86.14
OneHot,1342,23,24,[79.33],79.33,86.14
OneHot,1342,24,25,[84.49],84.49,86.14
OneHot,1342,25,26,[84.48],84.48,86.14
OneHot,1342,26,27,[2.53],2.53,86.14
OneHot,1342,27,28,[80.39],80.39,86.14
OneHot,1342,28,29,[62.07],62.07,86.14
OneHot,1342,29,30,[84.67],84.67,86.14
OneHot,1342,30,31,[38.79],38.79,86.14
OneHot,1342,31,32,[84.81],84.81,86.14
OneHot,1342,32,33,[87.83],87.83,87.83
OneHot,1342,33,34,[48.34],48.34,87.83
OneHot,1342,34,35,[77.58],77.58,87.83
OneHot,1342,35,36,[43.12],43.12,87.83
OneHot,1342,36,37,[99.81],99.81,99.81
OneHot,1342,37,38,[83.22],83.22,99.81
OneHot,1342,38,39,[87.59],87.59,99.81
OneHot,1342,39,40,[99.22],99.22,99.81
OneHot,1343,0,1,[15.64],15.64,15.64
OneHot,1343,1,2,[5.75],5.75,15.64
OneHot,1343,2,3,[12.23],12.23,15.64
OneHot,1343,3,4,[0.0],0.0,15.64
OneHot,1343,4,5,[52.23],52.23,52.23
OneHot,1343,5,6,[8.95],8.95,52.23
OneHot,1343,6,7,[22.65],22.65,52.23
OneHot,1343,7,8,[80.65],80.65,80.65
OneHot,1343,8,9,[80.86],80.86,80.86
OneHot,1343,9,10,[99.98],99.98,99.98
OneHot,1343,10,11,[1.89],1.89,99.98
OneHot,1343,11,12,[99.22],99.22,99.98
OneHot,1343,12,13,[95.48],95.48,99.98
OneHot,1343,13,14,[50.74],50.74,99.98
OneHot,1343,14,15,[99.81],99.81,99.98
OneHot,1343,15,16,[98.38],98.38,99.98
OneHot,1343,16,17,[92.19],92.19,99.98
OneHot,1343,17,18,[100.0],100.0,100.0
OneHot,1343,18,19,[78.19],78.19,100.0
OneHot,1343,19,20,[84.49],84.49,100.0
OneHot,1343,20,21,[74.3],74.3,100.0
OneHot,1343,21,22,[2.33],2.33,100.0
OneHot,1343,22,23,[81.63],81.63,100.0
OneHot,1343,23,24,[61.33],61.33,100.0
OneHot,1343,24,25,[2.79],2.79,100.0
OneHot,1343,25,26,[80.39],80.39,100.0
OneHot,1343,26,27,[87.59],87.59,100.0
OneHot,1343,27,28,[83.22],83.22,100.0
OneHot,1343,28,29,[43.84],43.84,100.0
OneHot,1343,29,30,[79.1],79.1,100.0
OneHot,1343,30,31,[84.67],84.67,100.0
OneHot,1343,31,32,[48.34],48.34,100.0
OneHot,1343,32,33,[45.01],45.01,100.0
OneHot,1343,33,34,[51.83],51.83,100.0
OneHot,1343,34,35,[78.93],78.93,100.0
OneHot,1343,35,36,[91.19],91.19,100.0
OneHot,1343,36,37,[44.47],44.47,100.0
OneHot,1343,37,38,[62.33],62.33,100.0
OneHot,1343,38,39,[39.57],39.57,100.0
OneHot,1343,39,40,[71.43],71.43,100.0
OneHot,1344,0,1,[44.25],44.25,44.25
OneHot,1344,1,2,[12.07],12.07,44.25
OneHot,1344,2,3,[12.23],12.23,44.25
OneHot,1344,3,4,[0.0],0.0,44.25
OneHot,1344,4,5,[53.61],53.61,53.61
OneHot,1344,5,6,[4.85],4.85,53.61
OneHot,1344,6,7,[40.04],40.04,53.61
OneHot,1344,7,8,[74.3],74.3,74.3
OneHot,1344,8,9,[68.17],68.17,74.3
OneHot,1344,9,10,[52.08],52.08,74.3
OneHot,1344,10,11,[18.61],18.61,74.3
OneHot,1344,11,12,[49.48],49.48,74.3
OneHot,1344,12,13,[78.93],78.93,78.93
OneHot,1344,13,14,[23.8],23.8,78.93
OneHot,1344,14,15,[31.66],31.66,78.93
OneHot,1344,15,16,[30.17],30.17,78.93
OneHot,1344,16,17,[58.4],58.4,78.93
OneHot,1344,17,18,[48.34],48.34,78.93
OneHot,1344,18,19,[10.49],10.49,78.93
OneHot,1344,19,20,[79.1],79.1,79.1
OneHot,1344,20,21,[78.19],78.19,79.1
OneHot,1344,21,22,[4.33],4.33,79.1
OneHot,1344,22,23,[40.26],40.26,79.1
OneHot,1344,23,24,[39.57],39.57,79.1
OneHot,1344,24,25,[51.83],51.83,79.1
OneHot,1344,25,26,[2.79],2.79,79.1
OneHot,1344,26,27,[0.89],0.89,79.1
OneHot,1344,27,28,[31.85],31.85,79.1
OneHot,1344,28,29,[62.04],62.04,79.1
OneHot,1344,29,30,[84.64],84.64,84.64
OneHot,1344,30,31,[89.71],89.71,89.71
OneHot,1344,31,32,[91.27],91.27,91.27
OneHot,1344,32,33,[83.62],83.62,91.27
OneHot,1344,33,34,[9.46],9.46,91.27
OneHot,1344,34,35,[50.7],50.7,91.27
OneHot,1344,35,36,[45.85],45.85,91.27
OneHot,1344,36,37,[62.07],62.07,91.27
OneHot,1344,37,38,[86.46],86.46,91.27
OneHot,1344,38,39,[89.95],89.95,91.27
OneHot,1344,39,40,[95.48],95.48,95.48
OneHot,1345,0,1,[3.69],3.69,3.69
OneHot,1345,1,2,[5.75],5.75,5.75
OneHot,1345,2,3,[0.0],0.0,5.75
OneHot,1345,3,4,[30.02],30.02,30.02
OneHot,1345,4,5,[7.84],7.84,30.02
OneHot,1345,5,6,[0.0],0.0,30.02
OneHot,1345,6,7,[54.26],54.26,54.26
OneHot,1345,7,8,[11.19],11.19,54.26
OneHot,1345,8,9,[42.63],42.63,54.26
OneHot,1345,9,10,[17.0],17.0,54.26
OneHot,1345,10,11,[36.72],36.72,54.26
OneHot,1345,11,12,[1.68],1.68,54.26
OneHot,1345,12,13,[54.55],54.55,54.55
OneHot,1345,13,14,[53.81],53.81,54.55
OneHot,1345,14,15,[69.03],69.03,69.03
OneHot,1345,15,16,[43.9],43.9,69.03
OneHot,1345,16,17,[77.01],77.01,77.01
OneHot,1345,17,18,[78.44],78.44,78.44
OneHot,1345,18,19,[75.4],75.4,78.44
OneHot,1345,19,20,[84.62],84.62,84.62
OneHot,1345,20,21,[0.0],0.0,84.62
OneHot,1345,21,22,[49.48],49.48,84.62
OneHot,1345,22,23,[0.0],0.0,84.62
OneHot,1345,23,24,[71.43],71.43,84.62
OneHot,1345,24,25,[59.05],59.05,84.62
OneHot,1345,25,26,[68.31],68.31,84.62
OneHot,1345,26,27,[62.15],62.15,84.62
OneHot,1345,27,28,[78.6],78.6,84.62
OneHot,1345,28,29,[59.81],59.81,84.62
OneHot,1345,29,30,[61.67],61.67,84.62
OneHot,1345,30,31,[0.0],0.0,84.62
OneHot,1345,31,32,[48.91],48.91,84.62
OneHot,1345,32,33,[70.8],70.8,84.62
OneHot,1345,33,34,[44.28],44.28,84.62
OneHot,1345,34,35,[27.41],27.41,84.62
OneHot,1345,35,36,[27.8],27.8,84.62
OneHot,1345,36,37,[48.34],48.34,84.62
OneHot,1345,37,38,[99.98],99.98,99.98
OneHot,1345,38,39,[71.81],71.81,99.98
OneHot,1345,39,40,[91.19],91.19,99.98
OneHot,1346,0,1,[30.21],30.21,30.21
OneHot,1346,1,2,[12.07],12.07,30.21
OneHot,1346,2,3,[0.0],0.0,30.21
OneHot,1346,3,4,[12.44],12.44,30.21
OneHot,1346,4,5,[68.31],68.31,68.31
OneHot,1346,5,6,[0.83],0.83,68.31
OneHot,1346,6,7,[54.52],54.52,68.31
OneHot,1346,7,8,[31.55],31.55,68.31
OneHot,1346,8,9,[77.01],77.01,77.01
OneHot,1346,9,10,[6.23],6.23,77.01
OneHot,1346,10,11,[31.51],31.51,77.01
OneHot,1346,11,12,[61.67],61.67,77.01
OneHot,1346,12,13,[78.6],78.6,78.6
OneHot,1346,13,14,[84.67],84.67,84.67
OneHot,1346,14,15,[51.83],51.83,84.67
OneHot,1346,15,16,[80.39],80.39,84.67
OneHot,1346,16,17,[71.43],71.43,84.67
OneHot,1346,17,18,[52.08],52.08,84.67
OneHot,1346,18,19,[2.64],2.64,84.67
OneHot,1346,19,20,[88.41],88.41,88.41
OneHot,1346,20,21,[77.58],77.58,88.41
OneHot,1346,21,22,[84.49],84.49,88.41
OneHot,1346,22,23,[4.3],4.3,88.41
OneHot,1346,23,24,[62.07],62.07,88.41
OneHot,1346,24,25,[36.46],36.46,88.41
OneHot,1346,25,26,[39.57],39.57,88.41
OneHot,1346,26,27,[80.86],80.86,88.41
OneHot,1346,27,28,[96.64],96.64,96.64
OneHot,1346,28,29,[95.48],95.48,96.64
OneHot,1346,29,30,[99.22],99.22,99.22
OneHot,1346,30,31,[99.81],99.81,99.81
OneHot,1346,31,32,[98.38],98.38,99.81
OneHot,1346,32,33,[87.59],87.59,99.81
OneHot,1346,33,34,[92.19],92.19,99.81
OneHot,1346,34,35,[44.47],44.47,99.81
OneHot,1346,35,36,[83.22],83.22,99.81
OneHot,1346,36,37,[81.63],81.63,99.81
OneHot,1346,37,38,[99.98],99.98,99.98
OneHot,1346,38,39,[50.74],50.74,99.98
OneHot,1346,39,40,[100.0],100.0,100.0
OneHot,1347,0,1,[0.0],0.0,0.0
OneHot,1347,1,2,[3.14],3.14,3.14
OneHot,1347,2,3,[0.0],0.0,3.14
OneHot,1347,3,4,[5.29],5.29,5.29
OneHot,1347,4,5,[0.0],0.0,5.29
OneHot,1347,5,6,[6.38],6.38,6.38
OneHot,1347,6,7,[44.96],44.96,44.96
OneHot,1347,7,8,[38.79],38.79,44.96
OneHot,1347,8,9,[0.05],0.05,44.96
OneHot,1347,9,10,[58.4],58.4,58.4
OneHot,1347,10,11,[78.19],78.19,78.19
OneHot,1347,11,12,[19.64],19.64,78.19
OneHot,1347,12,13,[84.49],84.49,84.49
OneHot,1347,13,14,[74.3],74.3,84.49
OneHot,1347,14,15,[40.26],40.26,84.49
OneHot,1347,15,16,[88.41],88.41,88.41
OneHot,1347,16,17,[81.48],81.48,88.41
OneHot,1347,17,18,[95.48],95.48,95.48
OneHot,1347,18,19,[99.22],99.22,99.22
OneHot,1347,19,20,[5.9],5.9,99.22
OneHot,1347,20,21,[81.63],81.63,99.22
OneHot,1347,21,22,[43.84],43.84,99.22
OneHot,1347,22,23,[99.81],99.81,99.81
OneHot,1347,23,24,[89.95],89.95,99.81
OneHot,1347,24,25,[80.39],80.39,99.81
OneHot,1347,25,26,[44.47],44.47,99.81
OneHot,1347,26,27,[43.12],43.12,99.81
OneHot,1347,27,28,[92.03],92.03,99.81
OneHot,1347,28,29,[92.19],92.19,99.81
OneHot,1347,29,30,[98.38],98.38,99.81
OneHot,1347,30,31,[96.64],96.64,99.81
OneHot,1347,31,32,[83.22],83.22,99.81
OneHot,1347,32,33,[18.16],18.16,99.81
OneHot,1347,33,34,[84.67],84.67,99.81
OneHot,1347,34,35,[38.48],38.48,99.81
OneHot,1347,35,36,[87.59],87.59,99.81
OneHot,1347,36,37,[0.51],0.51,99.81
OneHot,1347,37,38,[52.08],52.08,99.81
OneHot,1347,38,39,[76.66],76.66,99.81
OneHot,1347,39,40,[52.47],52.47,99.81
OneHot,1348,0,1,[0.0],0.0,0.0
OneHot,1348,1,2,[3.6],3.6,3.6
OneHot,1348,2,3,[0.0],0.0,3.6
OneHot,1348,3,4,[3.55],3.55,3.6
OneHot,1348,4,5,[84.64],84.64,84.64
OneHot,1348,5,6,[2.35],2.35,84.64
OneHot,1348,6,7,[78.19],78.19,84.64
OneHot,1348,7,8,[88.41],88.41,88.41
OneHot,1348,8,9,[78.6],78.6,88.41
OneHot,1348,9,10,[18.16],18.16,88.41
OneHot,1348,10,11,[62.07],62.07,88.41
OneHot,1348,11,12,[84.49],84.49,88.41
OneHot,1348,12,13,[89.71],89.71,89.71
OneHot,1348,13,14,[16.77],16.77,89.71
OneHot,1348,14,15,[45.85],45.85,89.71
OneHot,1348,15,16,[38.48],38.48,89.71
OneHot,1348,16,17,[36.96],36.96,89.71
OneHot,1348,17,18,[74.3],74.3,89.71
OneHot,1348,18,19,[39.57],39.57,89.71
OneHot,1348,19,20,[79.1],79.1,89.71
OneHot,1348,20,21,[99.22],99.22,99.22
OneHot,1348,21,22,[95.48],95.48,99.22
OneHot,1348,22,23,[99.81],99.81,99.81
OneHot,1348,23,24,[89.95],89.95,99.81
OneHot,1348,24,25,[99.98],99.98,99.98
OneHot,1348,25,26,[80.65],80.65,99.98
OneHot,1348,26,27,[50.74],50.74,99.98
OneHot,1348,27,28,[81.63],81.63,99.98
OneHot,1348,28,29,[92.19],92.19,99.98
OneHot,1348,29,30,[2.79],2.79,99.98
OneHot,1348,30,31,[91.19],91.19,99.98
OneHot,1348,31,32,[98.38],98.38,99.98
OneHot,1348,32,33,[60.29],60.29,99.98
OneHot,1348,33,34,[87.59],87.59,99.98
OneHot,1348,34,35,[71.81],71.81,99.98
OneHot,1348,35,36,[98.49],98.49,99.98
OneHot,1348,36,37,[100.0],100.0,100.0
OneHot,1348,37,38,[61.09],61.09,100.0
OneHot,1348,38,39,[62.33],62.33,100.0
OneHot,1348,39,40,[78.93],78.93,100.0
OneHot,1349,0,1,[25.0],25.0,25.0
OneHot,1349,1,2,[5.95],5.95,25.0
OneHot,1349,2,3,[0.0],0.0,25.0
OneHot,1349,3,4,[0.0],0.0,25.0
OneHot,1349,4,5,[9.88],9.88,25.0
OneHot,1349,5,6,[0.0],0.0,25.0
OneHot,1349,6,7,[37.37],37.37,37.37
OneHot,1349,7,8,[31.66],31.66,37.37
OneHot,1349,8,9,[24.55],24.55,37.37
OneHot,1349,9,10,[52.2],52.2,52.2
OneHot,1349,10,11,[5.7],5.7,52.2
OneHot,1349,11,12,[0.85],0.85,52.2
OneHot,1349,12,13,[60.68],60.68,60.68
OneHot,1349,13,14,[31.55],31.55,60.68
OneHot,1349,14,15,[80.39],80.39,80.39
OneHot,1349,15,16,[71.43],71.43,80.39
OneHot,1349,16,17,[62.07],62.07,80.39
OneHot,1349,17,18,[2.64],2.64,80.39
OneHot,1349,18,19,[48.34],48.34,80.39
OneHot,1349,19,20,[48.91],48.91,80.39
OneHot,1349,20,21,[27.8],27.8,80.39
OneHot,1349,21,22,[84.49],84.49,84.49
OneHot,1349,22,23,[77.01],77.01,84.49
OneHot,1349,23,24,[84.81],84.81,84.81
OneHot,1349,24,25,[84.48],84.48,84.81
OneHot,1349,25,26,[88.41],88.41,88.41
OneHot,1349,26,27,[39.57],39.57,88.41
OneHot,1349,27,28,[6.23],6.23,88.41
OneHot,1349,28,29,[79.33],79.33,88.41
OneHot,1349,29,30,[95.48],95.48,95.48
OneHot,1349,30,31,[99.22],99.22,99.22
OneHot,1349,31,32,[99.98],99.98,99.98
OneHot,1349,32,33,[80.65],80.65,99.98
OneHot,1349,33,34,[63.2],63.2,99.98
OneHot,1349,34,35,[81.63],81.63,99.98
OneHot,1349,35,36,[71.81],71.81,99.98
OneHot,1349,36,37,[5.9],5.9,99.98
OneHot,1349,37,38,[99.81],99.81,99.98
OneHot,1349,38,39,[98.49],98.49,99.98
OneHot,1349,39,40,[87.59],87.59,99.98
OneHot,1350,0,1,[0.0],0.0,0.0
OneHot,1350,1,2,[58.48],58.48,58.48
OneHot,1350,2,3,[0.0],0.0,58.48
OneHot,1350,3,4,[0.0],0.0,58.48
OneHot,1350,4,5,[43.05],43.05,58.48
OneHot,1350,5,6,[12.19],12.19,58.48
OneHot,1350,6,7,[0.89],0.89,58.48
OneHot,1350,7,8,[17.0],17.0,58.48
OneHot,1350,8,9,[31.55],31.55,58.48
OneHot,1350,9,10,[23.8],23.8,58.48
OneHot,1350,10,11,[61.94],61.94,61.94
OneHot,1350,11,12,[29.57],29.57,61.94
OneHot,1350,12,13,[0.0],0.0,61.94
OneHot,1350,13,14,[25.62],25.62,61.94
OneHot,1350,14,15,[42.48],42.48,61.94
OneHot,1350,15,16,[38.45],38.45,61.94
OneHot,1350,16,17,[33.65],33.65,61.94
OneHot,1350,17,18,[15.36],15.36,61.94
OneHot,1350,18,19,[0.0],0.0,61.94
OneHot,1350,19,20,[66.9],66.9,66.9
OneHot,1350,20,21,[21.74],21.74,66.9
OneHot,1350,21,22,[0.0],0.0,66.9
OneHot,1350,22,23,[26.52],26.52,66.9
OneHot,1350,23,24,[3.96],3.96,66.9
OneHot,1350,24,25,[50.74],50.74,66.9
OneHot,1350,25,26,[54.26],54.26,66.9
OneHot,1350,26,27,[30.02],30.02,66.9
OneHot,1350,27,28,[0.0],0.0,66.9
OneHot,1350,28,29,[77.52],77.52,77.52
OneHot,1350,29,30,[80.65],80.65,80.65
OneHot,1350,30,31,[52.23],52.23,80.65
OneHot,1350,31,32,[26.39],26.39,80.65
OneHot,1350,32,33,[71.81],71.81,80.65
OneHot,1350,33,34,[99.98],99.98,99.98
OneHot,1350,34,35,[63.2],63.2,99.98
OneHot,1350,35,36,[80.86],80.86,99.98
OneHot,1350,36,37,[77.01],77.01,99.98
OneHot,1350,37,38,[30.17],30.17,99.98
OneHot,1350,38,39,[91.19],91.19,99.98
OneHot,1350,39,40,[60.29],60.29,99.98
OneHot,1351,0,1,[8.16],8.16,8.16
OneHot,1351,1,2,[19.13],19.13,19.13
OneHot,1351,2,3,[3.14],3.14,19.13
OneHot,1351,3,4,[16.91],16.91,19.13
OneHot,1351,4,5,[0.0],0.0,19.13
OneHot,1351,5,6,[75.46],75.46,75.46
OneHot,1351,6,7,[50.74],50.74,75.46
OneHot,1351,7,8,[5.24],5.24,75.46
OneHot,1351,8,9,[17.45],17.45,75.46
OneHot,1351,9,10,[80.65],80.65,80.65
OneHot,1351,10,11,[77.52],77.52,80.65
OneHot,1351,11,12,[2.77],2.77,80.65
OneHot,1351,12,13,[89.95],89.95,89.95
OneHot,1351,13,14,[99.81],99.81,99.81
OneHot,1351,14,15,[61.09],61.09,99.81
OneHot,1351,15,16,[33.69],33.69,99.81
OneHot,1351,16,17,[79.1],79.1,99.81
OneHot,1351,17,18,[80.39],80.39,99.81
OneHot,1351,18,19,[78.93],78.93,99.81
OneHot,1351,19,20,[2.64],2.64,99.81
OneHot,1351,20,21,[0.0],0.0,99.81
OneHot,1351,21,22,[99.22],99.22,99.81
OneHot,1351,22,23,[92.19],92.19,99.81
OneHot,1351,23,24,[84.49],84.49,99.81
OneHot,1351,24,25,[40.26],40.26,99.81
OneHot,1351,25,26,[92.03],92.03,99.81
OneHot,1351,26,27,[38.48],38.48,99.81
OneHot,1351,27,28,[78.19],78.19,99.81
OneHot,1351,28,29,[81.63],81.63,99.81
OneHot,1351,29,30,[98.38],98.38,99.81
OneHot,1351,30,31,[0.0],0.0,99.81
OneHot,1351,31,32,[74.3],74.3,99.81
OneHot,1351,32,33,[51.83],51.83,99.81
OneHot,1351,33,34,[39.57],39.57,99.81
OneHot,1351,34,35,[86.14],86.14,99.81
OneHot,1351,35,36,[100.0],100.0,100.0
OneHot,1351,36,37,[43.84],43.84,100.0
OneHot,1351,37,38,[87.59],87.59,100.0
OneHot,1351,38,39,[77.01],77.01,100.0
OneHot,1351,39,40,[6.23],6.23,100.0
OneHot,1352,0,1,[0.0],0.0,0.0
OneHot,1352,1,2,[5.75],5.75,5.75
OneHot,1352,2,3,[0.0],0.0,5.75
OneHot,1352,3,4,[31.18],31.18,31.18
OneHot,1352,4,5,[15.98],15.98,31.18
OneHot,1352,5,6,[8.04],8.04,31.18
OneHot,1352,6,7,[32.21],32.21,32.21
OneHot,1352,7,8,[55.96],55.96,55.96
OneHot,1352,8,9,[91.27],91.27,91.27
OneHot,1352,9,10,[79.1],79.1,91.27
OneHot,1352,10,11,[45.85],45.85,91.27
OneHot,1352,11,12,[36.29],36.29,91.27
OneHot,1352,12,13,[12.19],12.19,91.27
OneHot,1352,13,14,[84.64],84.64,91.27
OneHot,1352,14,15,[58.4],58.4,91.27
OneHot,1352,15,16,[46.46],46.46,91.27
OneHot,1352,16,17,[38.48],38.48,91.27
OneHot,1352,17,18,[83.62],83.62,91.27
OneHot,1352,18,19,[50.7],50.7,91.27
OneHot,1352,19,20,[82.13],82.13,91.27
OneHot,1352,20,21,[89.95],89.95,91.27
OneHot,1352,21,22,[2.15],2.15,91.27
OneHot,1352,22,23,[99.81],99.81,99.81
OneHot,1352,23,24,[87.59],87.59,99.81
OneHot,1352,24,25,[44.47],44.47,99.81
OneHot,1352,25,26,[95.48],95.48,99.81
OneHot,1352,26,27,[92.03],92.03,99.81
OneHot,1352,27,28,[38.65],38.65,99.81
OneHot,1352,28,29,[99.22],99.22,99.81
OneHot,1352,29,30,[81.63],81.63,99.81
OneHot,1352,30,31,[92.19],92.19,99.81
OneHot,1352,31,32,[2.82],2.82,99.81
OneHot,1352,32,33,[43.12],43.12,99.81
OneHot,1352,33,34,[83.85],83.85,99.81
OneHot,1352,34,35,[61.09],61.09,99.81
OneHot,1352,35,36,[98.38],98.38,99.81
OneHot,1352,36,37,[96.64],96.64,99.81
OneHot,1352,37,38,[83.22],83.22,99.81
OneHot,1352,38,39,[52.47],52.47,99.81
OneHot,1352,39,40,[65.32],65.32,99.81
OneHot,1353,0,1,[0.0],0.0,0.0
OneHot,1353,1,2,[5.95],5.95,5.95
OneHot,1353,2,3,[0.0],0.0,5.95
OneHot,1353,3,4,[3.55],3.55,5.95
OneHot,1353,4,5,[0.0],0.0,5.95
OneHot,1353,5,6,[0.0],0.0,5.95
OneHot,1353,6,7,[11.68],11.68,11.68
OneHot,1353,7,8,[2.66],2.66,11.68
OneHot,1353,8,9,[38.79],38.79,38.79
OneHot,1353,9,10,[79.33],79.33,79.33
OneHot,1353,10,11,[53.43],53.43,79.33
OneHot,1353,11,12,[88.41],88.41,88.41
OneHot,1353,12,13,[7.02],7.02,88.41
OneHot,1353,13,14,[62.07],62.07,88.41
OneHot,1353,14,15,[18.38],18.38,88.41
OneHot,1353,15,16,[16.77],16.77,88.41
OneHot,1353,16,17,[23.71],23.71,88.41
OneHot,1353,17,18,[84.49],84.49,88.41
OneHot,1353,18,19,[86.14],86.14,88.41
OneHot,1353,19,20,[84.48],84.48,88.41
OneHot,1353,20,21,[3.61],3.61,88.41
OneHot,1353,21,22,[84.81],84.81,88.41
OneHot,1353,22,23,[31.55],31.55,88.41
OneHot,1353,23,24,[87.83],87.83,88.41
OneHot,1353,24,25,[81.48],81.48,88.41
OneHot,1353,25,26,[7.12],7.12,88.41
OneHot,1353,26,27,[95.48],95.48,95.48
OneHot,1353,27,28,[99.22],99.22,99.22
OneHot,1353,28,29,[43.84],43.84,99.22
OneHot,1353,29,30,[5.9],5.9,99.22
OneHot,1353,30,31,[91.19],91.19,99.22
OneHot,1353,31,32,[59.82],59.82,99.22
OneHot,1353,32,33,[99.81],99.81,99.81
OneHot,1353,33,34,[44.47],44.47,99.81
OneHot,1353,34,35,[87.59],87.59,99.81
OneHot,1353,35,36,[10.77],10.77,99.81
OneHot,1353,36,37,[99.98],99.98,99.98
OneHot,1353,37,38,[80.65],80.65,99.98
OneHot,1353,38,39,[50.74],50.74,99.98
OneHot,1353,39,40,[98.38],98.38,99.98
OneHot,1354,0,1,[52.22],52.22,52.22
OneHot,1354,1,2,[5.75],5.75,52.22
OneHot,1354,2,3,[0.0],0.0,52.22
OneHot,1354,3,4,[19.13],19.13,52.22
OneHot,1354,4,5,[61.71],61.71,61.71
OneHot,1354,5,6,[4.85],4.85,61.71
OneHot,1354,6,7,[62.34],62.34,62.34
OneHot,1354,7,8,[32.68],32.68,62.34
OneHot,1354,8,9,[34.98],34.98,62.34
OneHot,1354,9,10,[0.0],0.0,62.34
OneHot,1354,10,11,[0.0],0.0,62.34
OneHot,1354,11,12,[61.86],61.86,62.34
OneHot,1354,12,13,[32.71],32.71,62.34
OneHot,1354,13,14,[38.48],38.48,62.34
OneHot,1354,14,15,[21.74],21.74,62.34
OneHot,1354,15,16,[59.05],59.05,62.34
OneHot,1354,16,17,[76.24],76.24,76.24
OneHot,1354,17,18,[4.86],4.86,76.24
OneHot,1354,18,19,[61.67],61.67,76.24
OneHot,1354,19,20,[6.23],6.23,76.24
OneHot,1354,20,21,[45.62],45.62,76.24
OneHot,1354,21,22,[84.67],84.67,84.67
OneHot,1354,22,23,[77.58],77.58,84.67
OneHot,1354,23,24,[52.08],52.08,84.67
OneHot,1354,24,25,[7.5],7.5,84.67
OneHot,1354,25,26,[38.79],38.79,84.67
OneHot,1354,26,27,[13.87],13.87,84.67
OneHot,1354,27,28,[43.22],43.22,84.67
OneHot,1354,28,29,[89.14],89.14,89.14
OneHot,1354,29,30,[85.21],85.21,89.14
OneHot,1354,30,31,[75.12],75.12,89.14
OneHot,1354,31,32,[7.88],7.88,89.14
OneHot,1354,32,33,[3.33],3.33,89.14
OneHot,1354,33,34,[5.65],5.65,89.14
OneHot,1354,34,35,[83.22],83.22,89.14
OneHot,1354,35,36,[98.38],98.38,98.38
OneHot,1354,36,37,[52.47],52.47,98.38
OneHot,1354,37,38,[4.3],4.3,98.38
OneHot,1354,38,39,[38.8],38.8,98.38
OneHot,1354,39,40,[99.81],99.81,99.81
