% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1361,4,10,"[1.13, 36.65]",36.65,72.89,
0,1361,5,12,"[68.71, 78.95]",78.95,78.95,
0,1361,6,14,"[57.33, 6.22]",57.33,78.95,
0,1361,7,16,"[29.31, 6.57]",29.31,78.95,
0,1361,8,18,"[7.26, 5.25]",7.26,78.95,
0,1361,9,20,"[12.54, 83.83]",83.83,83.83,
0,1362,0,2,"[45.01, 0.0]",45.01,45.01,
0,1362,1,4,"[2.41, 5.47]",5.47,45.01,
0,1362,2,6,"[5.49, 0.12]",5.49,45.01,
0,1362,3,8,"[0.0, 0.0]",0.0,45.01,
0,1362,4,10,"[82.33, 22.88]",82.33,82.33,
0,1362,5,12,"[36.66, 67.85]",67.85,82.33,
0,1362,6,14,"[96.38, 65.69]",96.38,96.38,
0,1362,7,16,"[2.15, 31.29]",31.29,96.38,
0,1362,8,18,"[6.4, 80.69]",80.69,96.38,
0,1362,9,20,"[100.0, 41.1]",100.0,100.0,
0,1363,0,2,"[15.72, 0.07]",15.72,15.72,
0,1363,1,4,"[2.41, 5.47]",5.47,15.72,
0,1363,2,6,"[5.49, 0.12]",5.49,15.72,
0,1363,3,8,"[14.19, 27.05]",27.05,27.05,
0,1363,4,10,"[52.69, 15.44]",52.69,52.69,
0,1363,5,12,"[57.68, 25.08]",57.68,57.68,
0,1363,6,14,"[11.61, 7.88]",11.61,57.68,
0,1363,7,16,"[0.0, 0.0]",0.0,57.68,
0,1363,8,18,"[64.46, 46.99]",64.46,64.46,
0,1363,9,20,"[73.59, 55.96]",73.59,73.59,
0,1364,0,2,"[53.25, 12.83]",53.25,53.25,
0,1364,1,4,"[2.41, 5.47]",5.47,53.25,
0,1364,2,6,"[5.49, 0.12]",5.49,53.25,
0,1364,3,8,"[0.0, 0.0]",0.0,53.25,
0,1364,4,10,"[11.69, 15.44]",15.44,53.25,
0,1364,5,12,"[68.71, 78.95]",78.95,78.95,
0,1364,6,14,"[57.33, 29.31]",57.33,78.95,
0,1364,7,16,"[28.64, 0.0]",28.64,78.95,
0,1364,8,18,"[6.22, 7.26]",7.26,78.95,
0,1364,9,20,"[6.39, 16.85]",16.85,78.95,
0,1365,0,2,"[0.0, 62.82]",62.82,62.82,
0,1365,1,4,"[2.41, 5.47]",5.47,62.82,
0,1365,2,6,"[5.49, 0.12]",5.49,62.82,
0,1365,3,8,"[0.0, 0.0]",0.0,62.82,
0,1365,4,10,"[68.71, 78.95]",78.95,78.95,
0,1365,5,12,"[20.73, 8.3]",20.73,78.95,
0,1365,6,14,"[57.33, 6.22]",57.33,78.95,
0,1365,7,16,"[28.15, 18.42]",28.15,78.95,
0,1365,8,18,"[42.43, 53.46]",53.46,78.95,
0,1365,9,20,"[9.55, 52.05]",52.05,78.95,
0,1366,0,2,"[19.82, 31.29]",31.29,31.29,
0,1366,1,4,"[2.41, 5.47]",5.47,31.29,
0,1366,2,6,"[5.49, 0.12]",5.49,31.29,
0,1366,3,8,"[11.61, 52.69]",52.69,52.69,
0,1366,4,10,"[34.47, 27.05]",34.47,52.69,
0,1366,5,12,"[4.1, 15.44]",15.44,52.69,
0,1366,6,14,"[57.68, 25.08]",57.68,57.68,
0,1366,7,16,"[0.0, 0.0]",0.0,57.68,
0,1366,8,18,"[64.46, 55.96]",64.46,64.46,
0,1366,9,20,"[73.59, 52.56]",73.59,73.59,
0,1367,0,2,"[0.0, 0.0]",0.0,0.0,
0,1367,1,4,"[2.41, 52.69]",52.69,52.69,
0,1367,2,6,"[5.47, 5.49]",5.49,52.69,
0,1367,3,8,"[0.12, 0.0]",0.12,52.69,
0,1367,4,10,"[34.47, 27.05]",34.47,52.69,
0,1367,5,12,"[57.68, 31.29]",57.68,57.68,
0,1367,6,14,"[64.46, 37.71]",64.46,64.46,
0,1367,7,16,"[73.59, 55.96]",73.59,73.59,
0,1367,8,18,"[39.39, 64.12]",64.12,73.59,
0,1367,9,20,"[2.84, 23.1]",23.1,73.59,
0,1368,0,2,"[57.33, 2.11]",57.33,57.33,
0,1368,1,4,"[2.41, 5.47]",5.47,57.33,
0,1368,2,6,"[5.49, 0.12]",5.49,57.33,
0,1368,3,8,"[0.0, 0.0]",0.0,57.33,
0,1368,4,10,"[20.73, 0.0]",20.73,57.33,
0,1368,5,12,"[68.71, 78.95]",78.95,78.95,
0,1368,6,14,"[18.42, 28.64]",28.64,78.95,
0,1368,7,16,"[6.57, 6.45]",6.57,78.95,
0,1368,8,18,"[42.43, 29.31]",42.43,78.95,
0,1368,9,20,"[27.82, 28.15]",28.15,78.95,
0,1369,0,2,"[19.51, 13.22]",19.51,19.51,
0,1369,1,4,"[2.41, 5.47]",5.47,19.51,
0,1369,2,6,"[5.49, 0.12]",5.49,19.51,
0,1369,3,8,"[0.0, 0.0]",0.0,19.51,
0,1369,4,10,"[29.56, 10.46]",29.56,29.56,
0,1369,5,12,"[8.84, 47.33]",47.33,47.33,
0,1369,6,14,"[14.92, 6.42]",14.92,47.33,
0,1369,7,16,"[68.71, 78.95]",78.95,78.95,
0,1369,8,18,"[57.33, 29.31]",57.33,78.95,
0,1369,9,20,"[28.64, 24.8]",28.64,78.95,
0,1370,0,2,"[8.23, 0.0]",8.23,8.23,
0,1370,1,4,"[2.41, 5.47]",5.47,8.23,
0,1370,2,6,"[5.49, 0.12]",5.49,8.23,
0,1370,3,8,"[0.0, 0.0]",0.0,8.23,
0,1370,4,10,"[68.71, 78.95]",78.95,78.95,
0,1370,5,12,"[24.8, 20.73]",24.8,78.95,
0,1370,6,14,"[42.43, 2.85]",42.43,78.95,
0,1370,7,16,"[18.42, 6.39]",18.42,78.95,
0,1370,8,18,"[57.33, 0.0]",57.33,78.95,
0,1370,9,20,"[6.22, 80.38]",80.38,80.38,
0,1371,0,2,"[39.32, 17.0]",39.32,39.32,
0,1371,1,4,"[2.41, 5.47]",5.47,39.32,
0,1371,2,6,"[5.49, 0.12]",5.49,39.32,
0,1371,3,8,"[0.0, 0.0]",0.0,39.32,
0,1371,4,10,"[68.71, 78.95]",78.95,78.95,
0,1371,5,12,"[57.33, 6.22]",57.33,78.95,
0,1371,6,14,"[28.64, 29.31]",29.31,78.95,
0,1371,7,16,"[0.0, 6.39]",6.39,78.95,
0,1371,8,18,"[35.07, 34.45]",35.07,78.95,
0,1371,9,20,"[27.82, 28.15]",28.15,78.95,
0,1372,0,2,"[0.35, 10.98]",10.98,10.98,
0,1372,1,4,"[2.41, 5.47]",5.47,10.98,
0,1372,2,6,"[5.49, 0.12]",5.49,10.98,
0,1372,3,8,"[0.0, 0.0]",0.0,10.98,
0,1372,4,10,"[68.71, 78.95]",78.95,78.95,
0,1372,5,12,"[28.64, 20.73]",28.64,78.95,
0,1372,6,14,"[42.43, 0.0]",42.43,78.95,
0,1372,7,16,"[57.33, 6.45]",57.33,78.95,
0,1372,8,18,"[28.15, 80.38]",80.38,80.38,
0,1372,9,20,"[67.21, 87.0]",87.0,87.0,
0,1373,0,2,"[3.37, 44.25]",44.25,44.25,
0,1373,1,4,"[2.41, 5.47]",5.47,44.25,
0,1373,2,6,"[5.49, 0.12]",5.49,44.25,
0,1373,3,8,"[0.0, 0.0]",0.0,44.25,
0,1373,4,10,"[68.71, 78.95]",78.95,78.95,
0,1373,5,12,"[57.33, 6.22]",57.33,78.95,
0,1373,6,14,"[28.64, 29.31]",29.31,78.95,
0,1373,7,16,"[0.0, 6.39]",6.39,78.95,
0,1373,8,18,"[64.12, 73.59]",73.59,78.95,
0,1373,9,20,"[64.46, 49.4]",64.46,78.95,
0,1374,0,2,"[0.0, 50.54]",50.54,50.54,
0,1374,1,4,"[2.41, 5.47]",5.47,50.54,
0,1374,2,6,"[5.49, 0.12]",5.49,50.54,
0,1374,3,8,"[0.0, 0.0]",0.0,50.54,
0,1374,4,10,"[2.84, 2.41]",2.84,50.54,
0,1374,5,12,"[68.71, 78.95]",78.95,78.95,
0,1374,6,14,"[57.33, 28.64]",57.33,78.95,
0,1374,7,16,"[29.31, 0.0]",29.31,78.95,
0,1374,8,18,"[28.15, 87.62]",87.62,87.62,
0,1374,9,20,"[75.22, 5.45]",75.22,87.62,
0,1375,0,2,"[9.1, 0.0]",9.1,9.1,
0,1375,1,4,"[2.41, 5.47]",5.47,9.1,
0,1375,2,6,"[5.49, 0.12]",5.49,9.1,
0,1375,3,8,"[0.0, 0.0]",0.0,9.1,
0,1375,4,10,"[57.68, 20.05]",57.68,57.68,
0,1375,5,12,"[52.69, 27.05]",52.69,57.68,
0,1375,6,14,"[25.08, 37.71]",37.71,57.68,
0,1375,7,16,"[2.01, 13.99]",13.99,57.68,
0,1375,8,18,"[64.46, 55.96]",64.46,64.46,
0,1375,9,20,"[73.59, 52.56]",73.59,73.59,
0,1376,0,2,"[84.48, 55.41]",84.48,84.48,
0,1376,1,4,"[2.41, 5.47]",5.47,84.48,
0,1376,2,6,"[5.49, 0.12]",5.49,84.48,
